"graph","type","k","min_km1","avg_km1","avg_imbalance","avg_time"
"c-55.mtx.hgr","SPM",32,24808,25121.3,0.010634146341481,0.591
"c-55.mtx.hgr","SPM",64,31701,32093.4,0.009356725146187,0.6868
"c-55.mtx.hgr","SPM",128,39792,40341.7,0.010116731517528,0.795
"c-61.mtx.hgr","SPM",2,2145,2223.9,0.0268833967628,0.09095
"c-61.mtx.hgr","SPM",4,3916,4015.9,0.02059605685466,0.15545
"c-61.mtx.hgr","SPM",8,5568,5752.1,0.016046213093716,0.23225
"c-61.mtx.hgr","SPM",16,7469,7785.4,0.013237990465703,0.3066
"c-61.mtx.hgr","SPM",32,10050,10227.4,0.01326979472141,0.38575
"c-61.mtx.hgr","SPM",64,12988,13205.2,0.011583577712608,0.46745
"c-61.mtx.hgr","SPM",128,17148,17408,0.011143695014668,0.55995
"c-64.mtx.hgr","SPM",2,1297,1423.8,0.02892859942002,0.2914
"c-64.mtx.hgr","SPM",4,9945,10780.1,0.02350497687908,0.559
"c-64.mtx.hgr","SPM",8,16870,17769.7,0.02239811912226,0.8649
"c-64.mtx.hgr","SPM",16,24650,25040.2,0.02219435736677,1.2366
"c-64.mtx.hgr","SPM",32,28127,29574.5,0.0243260188088,1.6917
"c-64.mtx.hgr","SPM",64,33442,34979.1,0.02280701754387,2.1819
"c-64.mtx.hgr","SPM",128,36956,39840.5,0.01929824561404,2.5652
"ca-CondMat.mtx.hgr","SPM",2,4108,4151.3,0,0.104
"ca-CondMat.mtx.hgr","SPM",4,9205,9396.6,0,0.1753
"ca-CondMat.mtx.hgr","SPM",8,14490,14746.4,0.003319502074689,0.2348
"ca-CondMat.mtx.hgr","SPM",16,19562,19867.7,0.0029045643153521,0.2905
"ca-CondMat.mtx.hgr","SPM",32,24450,24818.2,0.001936376210234,0.3436
"ca-CondMat.mtx.hgr","SPM",64,29373,29593.9,0.002486187845307,0.3976
"ca-CondMat.mtx.hgr","SPM",128,34054,34224.3,0.003867403314915,0.4548
"cage10.mtx.hgr","SPM",2,2231,2268.4,0.023688366380075,0.0781
"cage10.mtx.hgr","SPM",4,5247,5372.1,0.02221052631578,0.121
"cage10.mtx.hgr","SPM",8,8504,8633.3,0.015719298245608,0.1733
"cage10.mtx.hgr","SPM",16,12115,12320.9,0.01683029453016,0.2237
"cage10.mtx.hgr","SPM",32,16633,16900,0.012605042016816,0.2866
"cage10.mtx.hgr","SPM",64,22597,22833.2,0.008379888268135,0.3348
"cage10.mtx.hgr","SPM",128,30038,30225.6,0.00222222222222,0.3943
"case39.mtx.hgr","SPM",2,9817,9885.5,0.02898846230357,0.1596
"case39.mtx.hgr","SPM",4,15193,15249.2,0.026765466481,0.33475
"case39.mtx.hgr","SPM",8,18079,19040.6,0.02572110602744,0.48925
"case39.mtx.hgr","SPM",16,21139,22258.4,0.02291169451074,0.647
"case39.mtx.hgr","SPM",32,22998,24659.7,0.02124105011933,0.79545
"case39.mtx.hgr","SPM",64,26915,27440.1,0.01891891891892,1.27315
"case39.mtx.hgr","SPM",128,31924,32564.9,0.0174603174603,1.65335
"ccc.mtx.hgr","SPM",2,0,0,0,0.0533
"ccc.mtx.hgr","SPM",4,5153,6403.3,0,0.1205
"ccc.mtx.hgr","SPM",8,8785,10285.5,0,0.167
"ccc.mtx.hgr","SPM",16,12808,14048.8,0.0034505208333296,0.2196
"ccc.mtx.hgr","SPM",32,16860,17782.2,0.0041015624999997,0.2744
"ccc.mtx.hgr","SPM",64,19736,20920.7,0.004166666666666,0.3311
"ccc.mtx.hgr","SPM",128,23326,25142.7,0.005729166666665,0.4028
"cfd1.mtx.hgr","SPM",2,1564,1679.5,0.006881227355077,0.3995
"cfd1.mtx.hgr","SPM",4,3281,4032.8,0.012018795289855,0.7602
"cfd1.mtx.hgr","SPM",8,6560,7210.3,0.014673913043477,1.0964
"cfd1.mtx.hgr","SPM",16,11634,12126.6,0.016508152173915,1.4652
"cfd1.mtx.hgr","SPM",32,21627,22256.5,0.01702898550725,1.8774
"cfd1.mtx.hgr","SPM",64,35433,36329.3,0.013405797101454,2.2985
"cfd1.mtx.hgr","SPM",128,52690,53334.2,0.01648550724639,2.75535
"Chebyshev4.mtx.hgr","SPM",2,1044,1044,0.00381668183553,0.3924
"Chebyshev4.mtx.hgr","SPM",4,2104,2104,0.00763313956902,3.486
"Chebyshev4.mtx.hgr","SPM",8,6376,6593.9,0.009288398309062,9.2163
"Chebyshev4.mtx.hgr","SPM",16,10992,11189.4,0.009981211836549,13.4993
"Chebyshev4.mtx.hgr","SPM",32,20178,20547.8,0.010568341944569,16.5899
"Chebyshev4.mtx.hgr","SPM",64,30992,31328.4,0.010046948356815,18.6084
"Chebyshev4.mtx.hgr","SPM",128,50990,51383.2,0.01200750469045,19.9738
