"graph","type","k","min_km1","avg_km1","avg_imbalance","avg_time"
"nlpkkt120.mtx.hgr","SPM",4,119556,119556,0.000398599819331,256.853
"nlpkkt120.mtx.hgr","SPM",8,181440,181440,0.00636630532972,327.662
"nlpkkt120.mtx.hgr","SPM",16,301714,301714,0.00873983739837,407.645
"nlpkkt120.mtx.hgr","SPM",32,431914,431914,0.00677506775068,528.771
"nlpkkt120.mtx.hgr","SPM",64,563468,563468,0.00758807588076,524.808
"nlpkkt120.mtx.hgr","SPM",128,822555,822555,0.0104426377597,650.805
"nopoly.mtx.hgr","SPM",2,59,59,0,0.056
"nopoly.mtx.hgr","SPM",4,151,151,0.00668151447661,0.109
"nopoly.mtx.hgr","SPM",8,315,315,0.00519673348181,0.176
"nopoly.mtx.hgr","SPM",16,541,541,0.00148367952522,0.266
"nopoly.mtx.hgr","SPM",32,1034,1034,0.00593471810089,0.383
"nopoly.mtx.hgr","SPM",64,1859,1859,0.00591715976331,0.523
"nopoly.mtx.hgr","SPM",128,3125,3125,0,0.679
"NotreDame_actors.mtx.hgr","SPM",2,13077,13077,0,7.492
"NotreDame_actors.mtx.hgr","SPM",4,24954,24954,0.00979471773689,12.886
"NotreDame_actors.mtx.hgr","SPM",8,48205,48205,0.0128927275003,18.628
"NotreDame_actors.mtx.hgr","SPM",16,76790,76790,0.0148954812868,24.146
"NotreDame_actors.mtx.hgr","SPM",32,119179,119179,0.0147684605757,29.131
"NotreDame_actors.mtx.hgr","SPM",64,174293,174293,0.0145145145145,33.535
"NotreDame_actors.mtx.hgr","SPM",128,243817,243817,0.012012012012,38.5
"NotreDame_www.mtx.hgr","SPM",2,50,50,0.0199490375464,0.889
"NotreDame_www.mtx.hgr","SPM",4,1013,1013,0.0163570051453,1.398
"NotreDame_www.mtx.hgr","SPM",8,3532,3532,0.0046417958101,2.12
"NotreDame_www.mtx.hgr","SPM",16,6172,6172,0.00363475612751,2.868
"NotreDame_www.mtx.hgr","SPM",32,9132,9132,0.00579567779961,3.818
"NotreDame_www.mtx.hgr","SPM",64,16921,16921,0.00550098231827,4.784
"NotreDame_www.mtx.hgr","SPM",128,25743,25743,0.00667976424361,5.602
"obstclae.mtx.hgr","SPM",2,396,396,0,0.132
"obstclae.mtx.hgr","SPM",4,762,762,0,0.303
"obstclae.mtx.hgr","SPM",8,1500,1500,0,0.446
"obstclae.mtx.hgr","SPM",16,2245,2245,0.0028,0.605
"obstclae.mtx.hgr","SPM",32,3445,3445,0.0016,0.905
"obstclae.mtx.hgr","SPM",64,4821,4821,0.0048,1.23
"obstclae.mtx.hgr","SPM",128,7068,7068,0,1.619
"olafu.mtx.hgr","SPM",2,672,672,0.00185804533631,0.517
"olafu.mtx.hgr","SPM",4,1464,1464,0.00916522169928,1.21
"olafu.mtx.hgr","SPM",8,2674,2674,0.00445765230312,1.732
"olafu.mtx.hgr","SPM",16,4618,4618,0.0039603960396,2.154
"olafu.mtx.hgr","SPM",32,7757,7757,0.00792079207921,2.999
"olafu.mtx.hgr","SPM",64,12766,12766,0.00395256916996,3.64
"olafu.mtx.hgr","SPM",128,20977,20977,0,4.649
"opt1.mtx.hgr","SPM",2,1381,1381,0.00750809061489,2.319
"opt1.mtx.hgr","SPM",4,2971,2971,0.00362412632669,4.542
"opt1.mtx.hgr","SPM",8,5517,5517,0.000517598343685,5.755
"opt1.mtx.hgr","SPM",16,9691,9691,0,6.885
"opt1.mtx.hgr","SPM",32,15620,15620,0.00207039337474,8.511
"opt1.mtx.hgr","SPM",64,24839,24839,0,10.474
"opt1.mtx.hgr","SPM",128,40421,40421,0,12.04
"Oregon-1.mtx.hgr","SPM",2,798,798,0,0.275
"Oregon-1.mtx.hgr","SPM",4,1251,1251,0,0.5
"Oregon-1.mtx.hgr","SPM",8,1786,1786,0,0.617
"Oregon-1.mtx.hgr","SPM",16,2619,2619,0.00417246175243,0.736
"Oregon-1.mtx.hgr","SPM",32,3725,3725,0.00555555555556,0.862
"Oregon-1.mtx.hgr","SPM",64,4863,4863,0.00555555555556,0.951
"Oregon-1.mtx.hgr","SPM",128,6167,6167,0.0111111111111,1.074
"p2p-Gnutella25.mtx.hgr","SPM",2,3205,3205,0,0.242
"p2p-Gnutella25.mtx.hgr","SPM",4,6726,6726,0,0.48
"p2p-Gnutella25.mtx.hgr","SPM",8,10355,10355,0,0.714
"p2p-Gnutella25.mtx.hgr","SPM",16,13366,13366,0,0.914
"p2p-Gnutella25.mtx.hgr","SPM",32,16008,16008,0.00423131170663,1.07
"p2p-Gnutella25.mtx.hgr","SPM",64,18167,18167,0,1.28
"p2p-Gnutella25.mtx.hgr","SPM",128,19914,19914,0,1.394
"para-4.mtx.hgr","SPM",2,6734,6734,0,5.963
"para-4.mtx.hgr","SPM",4,13811,13811,0.00887566241157,9.5
"para-4.mtx.hgr","SPM",8,23652,23652,0.00986739062337,13.332
"para-4.mtx.hgr","SPM",16,37611,37611,0.00657826041558,18.045
"para-4.mtx.hgr","SPM",32,54354,54354,0.0045938609313,19.324
"para-4.mtx.hgr","SPM",64,79291,79291,0.00334029227557,25.189
"para-4.mtx.hgr","SPM",128,109846,109846,0.00417362270451,28.307
"parabolic_fem.mtx.hgr","SPM",2,1026,1026,0,2.92
"parabolic_fem.mtx.hgr","SPM",4,3078,3078,0,5.685
"parabolic_fem.mtx.hgr","SPM",8,5475,5475,0,8.456
"parabolic_fem.mtx.hgr","SPM",16,9012,9012,0,10.316
"parabolic_fem.mtx.hgr","SPM",32,13931,13931,0,12.972
"parabolic_fem.mtx.hgr","SPM",64,21069,21069,0,15.138
"parabolic_fem.mtx.hgr","SPM",128,30570,30570,0.00243368216111,18.445
"pdb1HYS.mtx.hgr","SPM",2,1979,1979,0.0142237355154,4.992
"pdb1HYS.mtx.hgr","SPM",4,4263,4263,0.00790774299835,9.181
"pdb1HYS.mtx.hgr","SPM",8,8384,8384,0.0112014056666,12.283
"pdb1HYS.mtx.hgr","SPM",16,15537,15537,0.00527009222661,15
"pdb1HYS.mtx.hgr","SPM",32,27317,27317,0.00526777875329,22.312
"pdb1HYS.mtx.hgr","SPM",64,44325,44325,0.00350877192982,26.794
"pdb1HYS.mtx.hgr","SPM",128,68620,68620,0.00701754385965,28.775
"Pd_rhs.mtx.hgr","SPM",2,0,0,0,0.007
"Pd_rhs.mtx.hgr","SPM",4,0,0,0,0.012
"Pd_rhs.mtx.hgr","SPM",8,0,0,0,0.018
"Pd_rhs.mtx.hgr","SPM",16,0,0,0,0.028
"Pd_rhs.mtx.hgr","SPM",32,0,0,0,0.038
"Pd_rhs.mtx.hgr","SPM",64,0,0,0,0.057
"Pd_rhs.mtx.hgr","SPM",128,0,0,0,0.083
"pds-90.mtx.hgr","SPM",2,3067,3067,0.0125691978934,2.252
"pds-90.mtx.hgr","SPM",4,4443,4443,8.41311773314e-06,4.306
"pds-90.mtx.hgr","SPM",8,6972,6972,0.000942269186115,6.436
"pds-90.mtx.hgr","SPM",16,12574,12574,0.00444205142011,7.967
"pds-90.mtx.hgr","SPM",32,18608,18608,0.0014806838067,10.199
"pds-90.mtx.hgr","SPM",64,26343,26343,0.0030959752322,12.119
"pds-90.mtx.hgr","SPM",128,34619,34619,0.00269179004038,14.183
"pesa.mtx.hgr","SPM",2,71,71,0.0161867439087,0.056
"pesa.mtx.hgr","SPM",4,184,184,0.00954003407155,0.135
"pesa.mtx.hgr","SPM",8,414,414,0.00272479564033,0.194
"pesa.mtx.hgr","SPM",16,795,795,0.00272479564033,0.285
"pesa.mtx.hgr","SPM",32,1431,1431,0.00272479564033,0.447
"pesa.mtx.hgr","SPM",64,2445,2445,0,0.623
"pesa.mtx.hgr","SPM",128,4012,4012,0,0.785
"PGPgiantcompo.mtx.hgr","SPM",2,385,385,0,0.084
"PGPgiantcompo.mtx.hgr","SPM",4,766,766,0,0.151
"PGPgiantcompo.mtx.hgr","SPM",8,1109,1109,0,0.264
"PGPgiantcompo.mtx.hgr","SPM",16,1598,1598,0,0.335
"PGPgiantcompo.mtx.hgr","SPM",32,2265,2265,0.00299401197605,0.452
"PGPgiantcompo.mtx.hgr","SPM",64,3052,3052,0,0.553
"PGPgiantcompo.mtx.hgr","SPM",128,3998,3998,0,0.66
"pkustk11.mtx.hgr","SPM",2,2904,2904,0.00341670083367,2.851
"pkustk11.mtx.hgr","SPM",4,5736,5736,0.00341670083367,6.712
"pkustk11.mtx.hgr","SPM",8,10674,10674,0.00637755102041,9.634
"pkustk11.mtx.hgr","SPM",16,16950,16950,0.00801749271137,12.643
"pkustk11.mtx.hgr","SPM",32,25488,25488,0.0036443148688,15.072
"pkustk11.mtx.hgr","SPM",64,36948,36948,0.00583090379009,18.311
"pkustk11.mtx.hgr","SPM",128,55410,55410,0.00583090379009,22.889
"poisson3Db.mtx.hgr","SPM",2,4538,4538,0,4.243
"poisson3Db.mtx.hgr","SPM",4,9700,9700,0,7.709
"poisson3Db.mtx.hgr","SPM",8,17822,17822,0,11.292
"poisson3Db.mtx.hgr","SPM",16,27138,27138,0,14.403
"poisson3Db.mtx.hgr","SPM",32,38571,38571,0,18.15
"poisson3Db.mtx.hgr","SPM",64,57116,57116,0,20.647
"poisson3Db.mtx.hgr","SPM",128,80664,80664,0,23.182
"poli3.mtx.hgr","SPM",2,110,110,0,0.037
"poli3.mtx.hgr","SPM",4,235,235,0,0.106
"poli3.mtx.hgr","SPM",8,399,399,0,0.148
"poli3.mtx.hgr","SPM",16,572,572,0,0.178
"poli3.mtx.hgr","SPM",32,754,754,0,0.252
"poli3.mtx.hgr","SPM",64,985,985,0,0.315
"poli3.mtx.hgr","SPM",128,1282,1282,0,0.371
"powersim.mtx.hgr","SPM",2,16,16,0.0193206212906,0.037
"powersim.mtx.hgr","SPM",4,68,68,0.00883838383838,0.066
"powersim.mtx.hgr","SPM",8,138,138,0.00808080808081,0.124
"powersim.mtx.hgr","SPM",16,284,284,0.00808080808081,0.164
"powersim.mtx.hgr","SPM",32,523,523,0.00606060606061,0.237
"powersim.mtx.hgr","SPM",64,917,917,0.00806451612903,0.321
"powersim.mtx.hgr","SPM",128,1468,1468,0.00806451612903,0.47
"pre2.mtx.hgr","SPM",2,3120,3120,0.0195043047855,7.163
"pre2.mtx.hgr","SPM",4,9754,9754,0.0199806990817,20.259
"pre2.mtx.hgr","SPM",8,18693,18693,0.0164845836368,27.468
"pre2.mtx.hgr","SPM",16,34905,34905,0.0190337460549,33.587
"pre2.mtx.hgr","SPM",32,54449,54449,0.0119446467589,46.703
"pre2.mtx.hgr","SPM",64,84216,84216,0.0190328219072,58.051
"pre2.mtx.hgr","SPM",128,117171,117171,0.0196154593125,69.619
"Pres_Poisson.mtx.hgr","SPM",2,408,408,0.0047227094859,0.388
"Pres_Poisson.mtx.hgr","SPM",4,1232,1232,0.00485698866703,0.748
"Pres_Poisson.mtx.hgr","SPM",8,2440,2440,0.0102536427415,1.151
"Pres_Poisson.mtx.hgr","SPM",16,4292,4292,0.00755124056095,1.69
"Pres_Poisson.mtx.hgr","SPM",32,7048,7048,0.00431034482759,2.302
"Pres_Poisson.mtx.hgr","SPM",64,11382,11382,0.00431034482759,2.869
"Pres_Poisson.mtx.hgr","SPM",128,18374,18374,0.00862068965517,3.582
"psse2.mtx.hgr","SPM",2,106,106,0.0137830975698,0.081
"psse2.mtx.hgr","SPM",4,286,286,0.00834240116068,0.103
"psse2.mtx.hgr","SPM",8,588,588,0.0065264684554,0.207
"psse2.mtx.hgr","SPM",16,934,934,0.00289855072464,0.236
"psse2.mtx.hgr","SPM",32,1452,1452,0.00289855072464,0.321
"psse2.mtx.hgr","SPM",64,2307,2307,0,0.431
"psse2.mtx.hgr","SPM",128,3408,3408,0,0.608
"qa8fk.mtx.hgr","SPM",2,672,672,0,1.192
"qa8fk.mtx.hgr","SPM",4,4852,4852,0.000120977498185,2.589
"qa8fk.mtx.hgr","SPM",8,9936,9936,0.00641180740382,4.516
"qa8fk.mtx.hgr","SPM",16,15857,15857,0.00701669489475,5.486
"qa8fk.mtx.hgr","SPM",32,24288,24288,0.0062893081761,7.521
"qa8fk.mtx.hgr","SPM",64,35430,35430,0.00483558994197,9.256
"qa8fk.mtx.hgr","SPM",128,49688,49688,0.00580270793037,11.021
"rajat26.mtx.hgr","SPM",2,27,27,0,0.382
"rajat26.mtx.hgr","SPM",4,204,204,0.0190468725506,0.904
"rajat26.mtx.hgr","SPM",8,715,715,0.00658410409155,1.427
"rajat26.mtx.hgr","SPM",16,3300,3300,0.00909090909091,1.804
"rajat26.mtx.hgr","SPM",32,5991,5991,0.00752351097179,2.5
"rajat26.mtx.hgr","SPM",64,11375,11375,0.0112781954887,3.18
"rajat26.mtx.hgr","SPM",128,16792,16792,0.0125313283208,3.554
"Reuters911.mtx.hgr","SPM",2,3823,3823,0.0199519951995,1.866
"Reuters911.mtx.hgr","SPM",4,10338,10338,0.019501950195,3.186
"Reuters911.mtx.hgr","SPM",8,19034,19034,0.0179964007199,4.485
"Reuters911.mtx.hgr","SPM",16,30909,30909,0.0179856115108,5.162
"Reuters911.mtx.hgr","SPM",32,46370,46370,0.0143884892086,5.717
"Reuters911.mtx.hgr","SPM",64,65026,65026,0.0143540669856,6.747
"Reuters911.mtx.hgr","SPM",128,87045,87045,0.00952380952381,7.805
"RFdevice.mtx.hgr","SPM",2,1757,1757,0,0.708
"RFdevice.mtx.hgr","SPM",4,3567,3567,5.39781928102e-05,1.376
"RFdevice.mtx.hgr","SPM",8,6939,6939,0.00604555759473,1.827
"RFdevice.mtx.hgr","SPM",16,10382,10382,0.00453367875648,2.682
"RFdevice.mtx.hgr","SPM",32,14046,14046,0.00215889464594,3.231
"RFdevice.mtx.hgr","SPM",64,20602,20602,0.00431778929188,4.021
"RFdevice.mtx.hgr","SPM",128,27556,27556,0.00345423143351,4.924
"rgg_n_2_18_s0.mtx.hgr","SPM",2,884,884,0.00322723388672,2.492
"rgg_n_2_18_s0.mtx.hgr","SPM",4,1862,1862,0.0149536132812,4.54
"rgg_n_2_18_s0.mtx.hgr","SPM",8,3442,3442,0.0117492675781,6.086
"rgg_n_2_18_s0.mtx.hgr","SPM",16,5351,5351,0.006103515625,8.23
"rgg_n_2_18_s0.mtx.hgr","SPM",32,8621,8621,0.0079345703125,10.503
"rgg_n_2_18_s0.mtx.hgr","SPM",64,12744,12744,0.0087890625,12.126
"rgg_n_2_18_s0.mtx.hgr","SPM",128,19048,19048,0.00830078125,14.665
"rim.mtx.hgr","SPM",2,383,383,0.00531914893617,0.533
"rim.mtx.hgr","SPM",4,768,768,0,1.105
"rim.mtx.hgr","SPM",8,1536,1536,0,1.728
"rim.mtx.hgr","SPM",16,3099,3099,0,2.439
"rim.mtx.hgr","SPM",32,6543,6543,0,3.443
"rim.mtx.hgr","SPM",64,12405,12405,0,4.179
"rim.mtx.hgr","SPM",128,21082,21082,0,5.048
"RM07R.mtx.hgr","SPM",2,19760,19760,0,58.859
"RM07R.mtx.hgr","SPM",4,33423,33423,0,92.806
"RM07R.mtx.hgr","SPM",8,67621,67621,0.00106891348089,120.09
"RM07R.mtx.hgr","SPM",16,107769,107769,0.00306002682763,170.598
"RM07R.mtx.hgr","SPM",32,155064,155064,0.00729376257545,195.413
"RM07R.mtx.hgr","SPM",64,229819,229819,0.00687458081824,249.15
"RM07R.mtx.hgr","SPM",128,316559,316559,0.00603621730382,279.596
"rma10.mtx.hgr","SPM",2,376,376,0.00725937313178,1.169
"rma10.mtx.hgr","SPM",4,997,997,0.0111879750619,2.574
"rma10.mtx.hgr","SPM",8,1997,1997,0.00802732707088,4.047
"rma10.mtx.hgr","SPM",16,4168,4168,0.00512295081967,4.941
"rma10.mtx.hgr","SPM",32,7558,7558,0.00136612021858,6.828
"rma10.mtx.hgr","SPM",64,13270,13270,0.00273224043716,7.821
"rma10.mtx.hgr","SPM",128,22558,22558,0.00546448087432,9.466
"Rucci1.mtx.hgr","SPM",2,33120,33120,0.00382165605096,10.028
"Rucci1.mtx.hgr","SPM",4,69552,69552,0.00636942675159,15.849
"Rucci1.mtx.hgr","SPM",8,125588,125588,0.00939001310234,22.269
"Rucci1.mtx.hgr","SPM",16,204771,204771,0.0132479254622,30.082
"Rucci1.mtx.hgr","SPM",64,409286,409286,0.0186263096624,49.235
"Rucci1.mtx.hgr","SPM",128,548420,548420,0.011641443539,59.469
"s4dkt3m2.mtx.hgr","SPM",2,1206,1206,2.21116639028e-05,1.318
"s4dkt3m2.mtx.hgr","SPM",4,3138,3138,4.42223499757e-05,2.644
"s4dkt3m2.mtx.hgr","SPM",8,5610,5610,0.000265322366676,4.017
"s4dkt3m2.mtx.hgr","SPM",16,9180,9180,0.000707463742483,5.409
"s4dkt3m2.mtx.hgr","SPM",32,14316,14316,0.000707463742483,6.945
"s4dkt3m2.mtx.hgr","SPM",64,22044,22044,0.001414427157,8.916
"s4dkt3m2.mtx.hgr","SPM",128,33213,33213,0.002828854314,10.516
"sat14_10pipe_q0_k.cnf.dual.hgr","SAT14dual",2,1929,1929,0,190.906
"sat14_10pipe_q0_k.cnf.dual.hgr","SAT14dual",4,6004,6004,0.00933324367681,339.373
"sat14_10pipe_q0_k.cnf.dual.hgr","SAT14dual",8,12267,12267,0.00526026597196,434.453
"sat14_10pipe_q0_k.cnf.hgr","SAT14literal",2,49485,49485,0.0199899535027,24.62
"sat14_10pipe_q0_k.cnf.hgr","SAT14literal",4,169132,169132,0.00798557444616,44.585
"sat14_10pipe_q0_k.cnf.hgr","SAT14literal",8,232098,232098,0.0199381761978,54.991
"sat14_10pipe_q0_k.cnf.hgr","SAT14literal",16,495949,495949,0.0148377125193,68.967
"sat14_10pipe_q0_k.cnf.hgr","SAT14literal",32,739628,739628,0.0156604162374,82.063
"sat14_10pipe_q0_k.cnf.hgr","SAT14literal",64,928925,928925,0.0193654717759,90.747
"sat14_10pipe_q0_k.cnf.hgr","SAT14literal",128,1103839,1103839,0.0148270181219,106.6
"sat14_11pipe_k.cnf.hgr","SAT14literal",2,54123,54123,0,76.468
"sat14_11pipe_k.cnf.hgr","SAT14literal",4,325426,325426,0.0099422275964,121.716
"sat14_11pipe_k.cnf.hgr","SAT14literal",8,680040,680040,0.0132563034619,170.205
"sat14_11pipe_q0_k.cnf.dual.hgr","SAT14dual",2,2646,2646,0,334.491
"sat14_11pipe_q0_k.cnf.dual.hgr","SAT14dual",4,7509,7509,0,617.881
"sat14_11pipe_q0_k.cnf.dual.hgr","SAT14dual",8,16008,16008,0,793.817
"sat14_11pipe_q0_k.cnf.dual.hgr","SAT14dual",16,26419,26419,0,889.774
"sat14_11pipe_q0_k.cnf.hgr","SAT14literal",2,64590,64590,0.0199915582671,34.16
"sat14_11pipe_q0_k.cnf.hgr","SAT14literal",4,150223,150223,0.0177276390008,79.338
"sat14_11pipe_q0_k.cnf.hgr","SAT14literal",8,312219,312219,0.00659990023407,92.606
"sat14_11pipe_q0_k.cnf.hgr","SAT14literal",16,702446,702446,0.0195687207428,100.686
"sat14_11pipe_q0_k.cnf.hgr","SAT14literal",32,1017398,1017398,0.0158072437078,121.252
"sat14_11pipe_q0_k.cnf.hgr","SAT14literal",64,1266398,1266398,0.0144260282382,138.71
"sat14_11pipe_q0_k.cnf.hgr","SAT14literal",128,1548426,1548426,0.0178023327195,146.945
"sat14_6s10.cnf.dual.hgr","SAT14dual",2,351,351,0,0.315
"sat14_6s10.cnf.dual.hgr","SAT14dual",4,762,762,0.0035489595096,0.523
"sat14_6s10.cnf.dual.hgr","SAT14dual",8,1381,1381,0.00427488304565,0.93
"sat14_6s10.cnf.dual.hgr","SAT14dual",16,2100,2100,0.00209711243749,1.013
"sat14_6s10.cnf.dual.hgr","SAT14dual",32,2942,2942,0.0058064516129,1.31
"sat14_6s10.cnf.dual.hgr","SAT14dual",64,4286,4286,0.00451612903226,1.61
"sat14_6s10.cnf.dual.hgr","SAT14dual",128,5836,5836,0.00645161290323,2.124
"sat14_6s10.cnf.hgr","SAT14literal",2,2323,2323,0.0191740412979,0.629
"sat14_6s10.cnf.hgr","SAT14literal",4,4612,4612,0.00949852507375,0.944
"sat14_6s10.cnf.hgr","SAT14literal",8,7416,7416,0.0113274336283,1.356
"sat14_6s10.cnf.hgr","SAT14literal",16,10696,10696,0.00967437470505,1.833
"sat14_6s10.cnf.hgr","SAT14literal",32,14961,14961,0.011798017933,2.605
"sat14_6s10.cnf.hgr","SAT14literal",64,19828,19828,0.00566037735849,2.748
"sat14_6s10.cnf.hgr","SAT14literal",128,25330,25330,0.00754716981132,3.424
"sat14_6s10.cnf.primal.hgr","SAT14primal",2,2337,2337,0.0194100294985,0.547
"sat14_6s10.cnf.primal.hgr","SAT14primal",4,4792,4792,0.0198230088496,0.636
"sat14_6s10.cnf.primal.hgr","SAT14primal",8,8170,8170,0.0153374233129,1.133
"sat14_6s10.cnf.primal.hgr","SAT14primal",16,10796,10796,0.0141576215196,1.598
"sat14_6s10.cnf.primal.hgr","SAT14primal",32,14970,14970,0.0141509433962,1.918
"sat14_6s10.cnf.primal.hgr","SAT14primal",64,19862,19862,0.0150943396226,2.353
"sat14_6s10.cnf.primal.hgr","SAT14primal",128,26051,26051,0.0150943396226,2.722
"sat14_6s11-opt.cnf.dual.hgr","SAT14dual",2,366,366,0.017366820125,0.435
"sat14_6s11-opt.cnf.dual.hgr","SAT14dual",4,815,815,0,0.637
"sat14_6s11-opt.cnf.dual.hgr","SAT14dual",8,1455,1455,0.00493258796449,0.933
"sat14_6s11-opt.cnf.dual.hgr","SAT14dual",16,2195,2195,0.00591910555738,1.274
"sat14_6s11-opt.cnf.dual.hgr","SAT14dual",32,3162,3162,0.00591910555738,1.574
"sat14_6s11-opt.cnf.dual.hgr","SAT14dual",64,4536,4536,0.00131492439185,1.834
"sat14_6s11-opt.cnf.dual.hgr","SAT14dual",128,6079,6079,0.0065703022339,2.156
"sat14_6s11-opt.cnf.hgr","SAT14literal",2,2493,2493,0.0199843731218,0.51
"sat14_6s11-opt.cnf.hgr","SAT14literal",4,4673,4673,0.0100372640942,1.006
"sat14_6s11-opt.cnf.hgr","SAT14literal",8,7385,7385,0.0171895660536,1.299
"sat14_6s11-opt.cnf.hgr","SAT14literal",16,10570,10570,0.0134615384615,1.924
"sat14_6s11-opt.cnf.hgr","SAT14literal",32,14360,14360,0.00769230769231,2.421
"sat14_6s11-opt.cnf.hgr","SAT14literal",64,19585,19585,0.00480769230769,2.886
"sat14_6s11-opt.cnf.hgr","SAT14literal",128,25027,25027,0.00769230769231,3.326
"sat14_6s11-opt.cnf.primal.hgr","SAT14primal",2,2413,2413,0.0199543214329,0.39
"sat14_6s11-opt.cnf.primal.hgr","SAT14primal",4,5108,5108,0.00997716071643,0.725
"sat14_6s11-opt.cnf.primal.hgr","SAT14primal",8,8136,8136,0.0115384615385,1.078
"sat14_6s11-opt.cnf.primal.hgr","SAT14primal",16,11305,11305,0.0144230769231,1.453
"sat14_6s11-opt.cnf.primal.hgr","SAT14primal",32,15008,15008,0.00961538461538,1.886
"sat14_6s11-opt.cnf.primal.hgr","SAT14primal",64,19738,19738,0.0134615384615,2.167
"sat14_6s11-opt.cnf.primal.hgr","SAT14primal",128,25305,25305,0.0115384615385,2.76
"sat14_6s12.cnf.dual.hgr","SAT14dual",2,349,349,0.0143201446074,0.435
"sat14_6s12.cnf.dual.hgr","SAT14dual",4,741,741,0.00277164089175,0.55
"sat14_6s12.cnf.dual.hgr","SAT14dual",8,1350,1350,0.00449871465296,0.766
"sat14_6s12.cnf.dual.hgr","SAT14dual",16,2042,2042,0.0012853470437,1.015
"sat14_6s12.cnf.dual.hgr","SAT14dual",32,2950,2950,0.00289203084833,1.341
"sat14_6s12.cnf.dual.hgr","SAT14dual",64,4174,4174,0.00449871465296,1.744
"sat14_6s12.cnf.dual.hgr","SAT14dual",128,5856,5856,0.00642673521851,2.069
"sat14_6s12.cnf.hgr","SAT14literal",2,2646,2646,0.00581788264332,0.555
"sat14_6s12.cnf.hgr","SAT14literal",4,5178,5178,0.013986013986,1.062
"sat14_6s12.cnf.hgr","SAT14literal",8,7669,7669,0.0105770360794,1.323
"sat14_6s12.cnf.hgr","SAT14literal",16,10682,10682,0.013866039953,1.907
"sat14_6s12.cnf.hgr","SAT14literal",32,14774,14774,0.00751879699248,2.405
"sat14_6s12.cnf.hgr","SAT14literal",64,19343,19343,0.0103383458647,2.942
"sat14_6s12.cnf.hgr","SAT14literal",128,25129,25129,0.0112781954887,3.375
"sat14_6s12.cnf.primal.hgr","SAT14primal",2,2557,2557,0.00282070870306,0.402
"sat14_6s12.cnf.primal.hgr","SAT14primal",4,5122,5122,0.0173933482195,0.806
"sat14_6s12.cnf.primal.hgr","SAT14primal",8,8249,8249,0.0096357226792,1.065
"sat14_6s12.cnf.primal.hgr","SAT14primal",16,11373,11373,0.0122180451128,1.468
"sat14_6s12.cnf.primal.hgr","SAT14primal",32,14913,14913,0.0103383458647,1.769
"sat14_6s12.cnf.primal.hgr","SAT14primal",64,19763,19763,0.0131578947368,2.231
"sat14_6s12.cnf.primal.hgr","SAT14primal",128,26045,26045,0.0112781954887,2.653
"sat14_6s130-opt.cnf.dual.hgr","SAT14dual",2,270,270,0.0185782962275,0.507
"sat14_6s130-opt.cnf.dual.hgr","SAT14dual",4,678,678,0.00867252223546,0.909
"sat14_6s130-opt.cnf.dual.hgr","SAT14dual",8,1387,1387,0.00515349661975,1.298
"sat14_6s130-opt.cnf.dual.hgr","SAT14dual",16,2363,2363,0.00631718940485,1.384
"sat14_6s130-opt.cnf.dual.hgr","SAT14dual",32,3559,3559,0.00797872340426,1.75
"sat14_6s130-opt.cnf.dual.hgr","SAT14dual",64,5115,5115,0.00576241134752,2.355
"sat14_6s130-opt.cnf.dual.hgr","SAT14dual",128,7133,7133,0.00443262411348,3.077
"sat14_6s130-opt.cnf.hgr","SAT14literal",2,1496,1496,0.0075415087072,0.78
"sat14_6s130-opt.cnf.hgr","SAT14literal",4,3615,3615,0.0199075575738,1.389
"sat14_6s130-opt.cnf.hgr","SAT14literal",8,6814,6814,0.0197859228025,1.875
"sat14_6s130-opt.cnf.hgr","SAT14literal",16,11997,11997,0.0165423289004,2.549
"sat14_6s130-opt.cnf.hgr","SAT14literal",32,18198,18198,0.0152448913396,3.301
"sat14_6s130-opt.cnf.hgr","SAT14literal",64,24143,24143,0.0123216601816,3.957
"sat14_6s130-opt.cnf.hgr","SAT14literal",128,32718,32718,0.00907911802853,4.97
"sat14_6s130-opt.cnf.primal.hgr","SAT14primal",2,1820,1820,0.0199886474213,0.395
"sat14_6s130-opt.cnf.primal.hgr","SAT14primal",4,3646,3646,0.01986701265,0.932
"sat14_6s130-opt.cnf.primal.hgr","SAT14primal",8,7024,7024,0.0180019461563,1.4
"sat14_6s130-opt.cnf.primal.hgr","SAT14primal",16,12099,12099,0.0194615634123,2.21
"sat14_6s130-opt.cnf.primal.hgr","SAT14primal",32,18811,18811,0.0162127107652,2.801
"sat14_6s130-opt.cnf.primal.hgr","SAT14primal",64,24641,24641,0.0181582360571,3.226
"sat14_6s130-opt.cnf.primal.hgr","SAT14primal",128,33317,33317,0.0129533678756,3.542
"sat14_6s131-opt.cnf.dual.hgr","SAT14dual",2,288,288,0.0127022866889,0.51
"sat14_6s131-opt.cnf.dual.hgr","SAT14dual",4,666,666,0.0152813600688,0.899
"sat14_6s131-opt.cnf.dual.hgr","SAT14dual",8,1396,1396,0.00471462643519,1.075
"sat14_6s131-opt.cnf.dual.hgr","SAT14dual",16,2332,2332,0.00621186910704,1.516
"sat14_6s131-opt.cnf.dual.hgr","SAT14dual",32,3515,3515,0.00399290150843,2.005
"sat14_6s131-opt.cnf.dual.hgr","SAT14dual",64,5148,5148,0.00488021295475,2.128
