"graph","type","k","min_km1","avg_km1","avg_imbalance","avg_time"
"sat14_atco_enc2_opt1_15_100.cnf.primal.hgr","SAT14primal",64,18977,18977,0.0130718954248,8.47
"sat14_atco_enc2_opt1_15_100.cnf.primal.hgr","SAT14primal",128,51948,51948,0.0152505446623,11.395
"sat14_atco_enc3_opt1_04_50.cnf.dual.hgr","SAT14dual",2,2700,2700,0.00018383107697,40.755
"sat14_atco_enc3_opt1_04_50.cnf.dual.hgr","SAT14dual",4,4806,4806,0.00996296005982,88.949
"sat14_atco_enc3_opt1_04_50.cnf.dual.hgr","SAT14dual",8,6066,6066,0.00266135142903,117.471
"sat14_atco_enc3_opt1_04_50.cnf.dual.hgr","SAT14dual",16,10130,10130,0.00294129357195,144.373
"sat14_atco_enc3_opt1_04_50.cnf.dual.hgr","SAT14dual",32,13919,13919,0.00406107538869,180.698
"sat14_atco_enc3_opt1_04_50.cnf.dual.hgr","SAT14dual",64,20077,20077,0.00311548185456,220.268
"sat14_atco_enc3_opt1_04_50.cnf.dual.hgr","SAT14dual",128,30697,30697,0.00232914617881,259.732
"sat14_atco_enc3_opt1_04_50.cnf.hgr","SAT14literal",2,1440,1440,0.0125982621676,17.022
"sat14_atco_enc3_opt1_04_50.cnf.hgr","SAT14literal",4,6775,6775,0.0164707778522,40.791
"sat14_atco_enc3_opt1_04_50.cnf.hgr","SAT14literal",8,12697,12697,0.00714374271616,60.423
"sat14_atco_enc3_opt1_04_50.cnf.hgr","SAT14literal",16,24909,24909,0.00818765652508,76.477
"sat14_atco_enc3_opt1_04_50.cnf.hgr","SAT14literal",32,44940,44940,0.00796445255547,104.816
"sat14_atco_enc3_opt1_04_50.cnf.hgr","SAT14literal",64,83917,83917,0.00293580893438,118.032
"sat14_atco_enc3_opt1_04_50.cnf.hgr","SAT14literal",128,139304,139304,0.00610965643101,153.996
"sat14_atco_enc3_opt1_04_50.cnf.primal.hgr","SAT14primal",2,1440,1440,0.0125976344566,13.712
"sat14_atco_enc3_opt1_04_50.cnf.primal.hgr","SAT14primal",4,7931,7931,0.0154281038459,33.37
"sat14_atco_enc3_opt1_04_50.cnf.primal.hgr","SAT14primal",8,18268,18268,0.0130228867564,42.679
"sat14_atco_enc3_opt1_04_50.cnf.primal.hgr","SAT14primal",16,31994,31994,0.00978943296668,59.178
"sat14_atco_enc3_opt1_04_50.cnf.primal.hgr","SAT14primal",32,55702,55702,0.00718082996112,89.222
"sat14_atco_enc3_opt1_04_50.cnf.primal.hgr","SAT14primal",64,95504,95504,0.00682377211775,91.205
"sat14_atco_enc3_opt1_04_50.cnf.primal.hgr","SAT14primal",128,168959,168959,0.00523684836944,116.851
"sat14_atco_enc3_opt2_05_21.cnf.dual.hgr","SAT14dual",2,711,711,0.00286342394719,52.369
"sat14_atco_enc3_opt2_05_21.cnf.dual.hgr","SAT14dual",4,2073,2073,0.00166445997072,99.084
"sat14_atco_enc3_opt2_05_21.cnf.dual.hgr","SAT14dual",8,3584,3584,0.00405564649001,138.334
"sat14_atco_enc3_opt2_05_21.cnf.dual.hgr","SAT14dual",16,7089,7089,0.00440350446687,183.714
"sat14_atco_enc3_opt2_05_21.cnf.dual.hgr","SAT14dual",32,10495,10495,0.00650411765658,201.485
"sat14_atco_enc3_opt2_05_21.cnf.dual.hgr","SAT14dual",64,17638,17638,0.0053931032995,229.84
"sat14_atco_enc3_opt2_05_21.cnf.dual.hgr","SAT14dual",128,27354,27354,0.00494002933817,268.852
"sat14_atco_enc3_opt2_05_21.cnf.hgr","SAT14literal",2,514,514,0.00438728892363,15.614
"sat14_atco_enc3_opt2_05_21.cnf.hgr","SAT14literal",4,3694,3694,0.00578413271701,33.322
"sat14_atco_enc3_opt2_05_21.cnf.hgr","SAT14literal",8,9372,9372,0.0113903750522,49.742
"sat14_atco_enc3_opt2_05_21.cnf.hgr","SAT14literal",16,20046,20046,0.0166354011687,66.69
"sat14_atco_enc3_opt2_05_21.cnf.hgr","SAT14literal",32,38080,38080,0.0111262047998,95.735
"sat14_atco_enc3_opt2_05_21.cnf.hgr","SAT14literal",64,79109,79109,0.0150936886819,118.655
"sat14_atco_enc3_opt2_05_21.cnf.hgr","SAT14literal",128,151319,151319,0.0104791064729,149.54
"sat14_atco_enc3_opt2_05_21.cnf.primal.hgr","SAT14primal",2,462,462,0.0126585007904,12.934
"sat14_atco_enc3_opt2_05_21.cnf.primal.hgr","SAT14primal",4,3701,3701,0.00714524440994,33.992
"sat14_atco_enc3_opt2_05_21.cnf.primal.hgr","SAT14primal",8,9746,9746,0.0154872027082,45.011
"sat14_atco_enc3_opt2_05_21.cnf.primal.hgr","SAT14primal",16,20719,20719,0.00707247126809,59.131
"sat14_atco_enc3_opt2_05_21.cnf.primal.hgr","SAT14primal",32,43466,43466,0.00856027772387,70.691
"sat14_atco_enc3_opt2_05_21.cnf.primal.hgr","SAT14primal",64,81434,81434,0.00827978783044,89.053
"sat14_atco_enc3_opt2_05_21.cnf.primal.hgr","SAT14primal",128,163438,163438,0.00638206123329,121.281
"sat14_atco_enc3_opt2_10_12.cnf.dual.hgr","SAT14dual",2,341,341,0.00975387442414,40.823
"sat14_atco_enc3_opt2_10_12.cnf.dual.hgr","SAT14dual",4,1667,1667,0.0185143587444,80.333
"sat14_atco_enc3_opt2_10_12.cnf.dual.hgr","SAT14dual",8,3037,3037,0.00658637378036,113.386
"sat14_atco_enc3_opt2_10_12.cnf.dual.hgr","SAT14dual",16,6814,6814,0.00538781918206,145.734
"sat14_atco_enc3_opt2_10_12.cnf.dual.hgr","SAT14dual",32,9795,9795,0.00653933983807,162.144
"sat14_atco_enc3_opt2_10_12.cnf.dual.hgr","SAT14dual",64,15410,15410,0.00415196180195,179.363
"sat14_atco_enc3_opt2_10_12.cnf.dual.hgr","SAT14dual",128,26010,26010,0.00578679676147,200.131
"sat14_atco_enc3_opt2_10_12.cnf.hgr","SAT14literal",2,588,588,0.0199988675613,18.492
"sat14_atco_enc3_opt2_10_12.cnf.hgr","SAT14literal",4,4110,4110,0.00993957630615,26.406
"sat14_atco_enc3_opt2_10_12.cnf.hgr","SAT14literal",8,9212,9212,0.00891066043719,46.014
"sat14_atco_enc3_opt2_10_12.cnf.hgr","SAT14literal",16,19159,19159,0.0111561209831,53.41
"sat14_atco_enc3_opt2_10_12.cnf.hgr","SAT14literal",32,37732,37732,0.00729936454114,71.762
"sat14_atco_enc3_opt2_10_12.cnf.hgr","SAT14literal",64,75647,75647,0.0115442356474,95.084
"sat14_atco_enc3_opt2_10_12.cnf.hgr","SAT14literal",128,150389,150389,0.00885230625874,121.667
"sat14_atco_enc3_opt2_10_12.cnf.primal.hgr","SAT14primal",2,673,673,0.0113146621455,10.932
"sat14_atco_enc3_opt2_10_12.cnf.primal.hgr","SAT14primal",4,4049,4049,0.0126541731917,23.14
"sat14_atco_enc3_opt2_10_12.cnf.primal.hgr","SAT14primal",8,9972,9972,0.0178148498065,37.291
"sat14_atco_enc3_opt2_10_12.cnf.primal.hgr","SAT14primal",16,20966,20966,0.007260538134,47.036
"sat14_atco_enc3_opt2_10_12.cnf.primal.hgr","SAT14primal",32,39523,39523,0.00460734068437,68.557
"sat14_atco_enc3_opt2_10_12.cnf.primal.hgr","SAT14primal",64,80895,80895,0.00962882435161,81.816
"sat14_atco_enc3_opt2_10_12.cnf.primal.hgr","SAT14primal",128,154583,154583,0.00735065741795,108.329
"sat14_atco_enc3_opt2_10_14.cnf.dual.hgr","SAT14dual",2,403,403,0.00554036206082,41.117
"sat14_atco_enc3_opt2_10_14.cnf.dual.hgr","SAT14dual",4,1634,1634,0.0107211396665,81.001
"sat14_atco_enc3_opt2_10_14.cnf.dual.hgr","SAT14dual",8,3435,3435,0.0129254756956,119.881
"sat14_atco_enc3_opt2_10_14.cnf.dual.hgr","SAT14dual",16,6576,6576,0.00996803376978,134.091
"sat14_atco_enc3_opt2_10_14.cnf.dual.hgr","SAT14dual",32,9982,9982,0.0152428973141,163.732
"sat14_atco_enc3_opt2_10_14.cnf.dual.hgr","SAT14dual",64,15825,15825,0.00652893416766,180.258
"sat14_atco_enc3_opt2_10_14.cnf.dual.hgr","SAT14dual",128,25742,25742,0.00742100636086,226.898
"sat14_atco_enc3_opt2_10_14.cnf.hgr","SAT14literal",2,678,678,0.0104168933574,12.494
"sat14_atco_enc3_opt2_10_14.cnf.hgr","SAT14literal",4,3752,3752,0.00994939863526,29.621
"sat14_atco_enc3_opt2_10_14.cnf.hgr","SAT14literal",8,8794,8794,0.0155850017732,39.73
"sat14_atco_enc3_opt2_10_14.cnf.hgr","SAT14literal",16,18896,18896,0.0125930941097,55.91
"sat14_atco_enc3_opt2_10_14.cnf.hgr","SAT14literal",32,38399,38399,0.00995576647795,70.252
"sat14_atco_enc3_opt2_10_14.cnf.hgr","SAT14literal",64,75277,75277,0.00714433096049,91.335
"sat14_atco_enc3_opt2_10_14.cnf.hgr","SAT14literal",128,142986,142986,0.00778912617353,119.913
"sat14_atco_enc3_opt2_10_14.cnf.primal.hgr","SAT14primal",2,417,417,0.00822453529441,10.884
"sat14_atco_enc3_opt2_10_14.cnf.primal.hgr","SAT14primal",4,3933,3933,0.0113744075829,26.519
"sat14_atco_enc3_opt2_10_14.cnf.primal.hgr","SAT14primal",8,9735,9735,0.0117032595029,44.482
"sat14_atco_enc3_opt2_10_14.cnf.primal.hgr","SAT14primal",16,20336,20336,0.0136827308719,52.404
"sat14_atco_enc3_opt2_10_14.cnf.primal.hgr","SAT14primal",32,39895,39895,0.00987826266378,69.757
"sat14_atco_enc3_opt2_10_14.cnf.primal.hgr","SAT14primal",64,78986,78986,0.00882079851439,80.574
"sat14_atco_enc3_opt2_10_14.cnf.primal.hgr","SAT14primal",128,155728,155728,0.0053646961725,111.753
"sat14_blocks-blocks-37-1.130-NOTKNOWN.cnf.dual.hgr","SAT14dual",2,1481,1481,0,133.516
"sat14_blocks-blocks-37-1.130-NOTKNOWN.cnf.hgr","SAT14literal",2,9955,9955,0.00767194868926,40.685
"sat14_bob12m09-opt.cnf.dual.hgr","SAT14dual",2,81,81,0.0190756071002,0.781
"sat14_bob12m09-opt.cnf.dual.hgr","SAT14dual",4,232,232,0.0124107892527,1.006
"sat14_bob12m09-opt.cnf.dual.hgr","SAT14dual",8,721,721,0.0118073047859,1.546
"sat14_bob12m09-opt.cnf.dual.hgr","SAT14dual",16,1592,1592,0.00388329135181,1.942
"sat14_bob12m09-opt.cnf.dual.hgr","SAT14dual",32,3252,3252,0.00419815281276,2.432
"sat14_bob12m09-opt.cnf.dual.hgr","SAT14dual",64,5690,5690,0.00587741393787,2.929
"sat14_bob12m09-opt.cnf.dual.hgr","SAT14dual",128,8630,8630,0.00419815281276,3.791
"sat14_bob12m09-opt.cnf.hgr","SAT14literal",2,454,454,0.0062372907868,0.494
"sat14_bob12m09-opt.cnf.hgr","SAT14literal",4,1429,1429,0.0184576880964,0.951
"sat14_bob12m09-opt.cnf.hgr","SAT14literal",8,6407,6407,0.0160331612701,2.003
"sat14_bob12m09-opt.cnf.hgr","SAT14literal",16,18561,18561,0.0162677928985,3.345
"sat14_bob12m09-opt.cnf.hgr","SAT14literal",32,30208,30208,0.0137629027213,3.512
"sat14_bob12m09-opt.cnf.hgr","SAT14literal",64,42420,42420,0.0125078173859,4.921
"sat14_bob12m09-opt.cnf.hgr","SAT14literal",128,53280,53280,0.01125,5.767
"sat14_bob12m09-opt.cnf.primal.hgr","SAT14primal",2,462,462,0.0188096355389,0.291
"sat14_bob12m09-opt.cnf.primal.hgr","SAT14primal",4,2205,2205,0.0159549507274,1.122
"sat14_bob12m09-opt.cnf.primal.hgr","SAT14primal",8,7737,7737,0.0162677928985,1.967
"sat14_bob12m09-opt.cnf.primal.hgr","SAT14primal",16,19034,19034,0.0128245229903,2.533
"sat14_bob12m09-opt.cnf.primal.hgr","SAT14primal",32,30708,30708,0.0112570356473,3.342
"sat14_bob12m09-opt.cnf.primal.hgr","SAT14primal",64,43159,43159,0.0125,3.827
"sat14_bob12m09-opt.cnf.primal.hgr","SAT14primal",128,54317,54317,0.015,4.865
"sat14_bob12s02.cnf.dual.hgr","SAT14dual",2,233,233,0,0.209
"sat14_bob12s02.cnf.dual.hgr","SAT14dual",4,868,868,0.00169404517454,0.371
"sat14_bob12s02.cnf.dual.hgr","SAT14dual",8,1550,1550,0.00287474332649,0.585
"sat14_bob12s02.cnf.dual.hgr","SAT14dual",16,2309,2309,0.0041067761807,0.812
"sat14_bob12s02.cnf.dual.hgr","SAT14dual",32,3235,3235,0.00533880903491,0.971
"sat14_bob12s02.cnf.dual.hgr","SAT14dual",64,4284,4284,0.00492610837438,1.214
"sat14_bob12s02.cnf.dual.hgr","SAT14dual",128,5541,5541,0.00492610837438,1.509
"sat14_bob12s02.cnf.hgr","SAT14literal",2,2019,2019,0.0199665322887,0.425
"sat14_bob12s02.cnf.hgr","SAT14literal",4,4326,4326,0.0193960599376,0.84
"sat14_bob12s02.cnf.hgr","SAT14literal",8,6167,6167,0.00684514755096,1.028
"sat14_bob12s02.cnf.hgr","SAT14literal",16,9953,9953,0.0106480073015,1.593
"sat14_bob12s02.cnf.hgr","SAT14literal",32,14109,14109,0.0152068126521,1.935
"sat14_bob12s02.cnf.hgr","SAT14literal",64,18861,18861,0.0133819951338,2.339
"sat14_bob12s02.cnf.hgr","SAT14literal",128,23136,23136,0.00973236009732,2.748
"sat14_bob12s02.cnf.primal.hgr","SAT14primal",2,2024,2024,0.0199285007987,0.386
"sat14_bob12s02.cnf.primal.hgr","SAT14primal",4,4379,4379,0.0197748707028,0.672
"sat14_bob12s02.cnf.primal.hgr","SAT14primal",8,7258,7258,0.0197748707028,1.071
"sat14_bob12s02.cnf.primal.hgr","SAT14primal",16,10882,10882,0.0188564476886,1.379
"sat14_bob12s02.cnf.primal.hgr","SAT14primal",32,14974,14974,0.0158150851582,1.687
"sat14_bob12s02.cnf.primal.hgr","SAT14primal",64,19556,19556,0.0121654501217,1.919
"sat14_bob12s02.cnf.primal.hgr","SAT14primal",128,23855,23855,0.00970873786408,2.301
"sat14_c10bi_i.cnf.dual.hgr","SAT14dual",2,642,642,0.0174066675367,1.629
"sat14_c10bi_i.cnf.dual.hgr","SAT14dual",4,1646,1646,0.0080909884859,3.209
"sat14_c10bi_i.cnf.dual.hgr","SAT14dual",8,2714,2714,0.00656507860025,4.442
"sat14_c10bi_i.cnf.dual.hgr","SAT14dual",16,4555,4555,0.0134511142341,5.969
"sat14_c10bi_i.cnf.dual.hgr","SAT14dual",32,7014,7014,0.00666506062796,6.202
"sat14_c10bi_i.cnf.dual.hgr","SAT14dual",64,10223,10223,0.0118837321343,8.196
"sat14_c10bi_i.cnf.dual.hgr","SAT14dual",128,14154,14154,0.00706486833654,8.236
"sat14_c10bi_i.cnf.hgr","SAT14literal",2,5223,5223,0.00902998552217,1.933
"sat14_c10bi_i.cnf.hgr","SAT14literal",4,11736,11736,0.00905983671398,3.945
"sat14_c10bi_i.cnf.hgr","SAT14literal",8,21591,21591,0.0130447761194,5.933
"sat14_c10bi_i.cnf.hgr","SAT14literal",16,36888,36888,0.0148059701493,9.199
"sat14_c10bi_i.cnf.hgr","SAT14literal",32,56116,56116,0.0165970149254,11.089
"sat14_c10bi_i.cnf.hgr","SAT14literal",64,76217,76217,0.0191021967526,10.799
"sat14_c10bi_i.cnf.hgr","SAT14literal",128,101272,101272,0.0138490926457,15.549
"sat14_c10bi_i.cnf.primal.hgr","SAT14primal",2,5555,5555,0.00494037224436,1.589
"sat14_c10bi_i.cnf.primal.hgr","SAT14primal",4,12036,12036,0.00540298507463,2.246
"sat14_c10bi_i.cnf.primal.hgr","SAT14primal",8,22414,22414,0.0171343283582,4.491
"sat14_c10bi_i.cnf.primal.hgr","SAT14primal",16,34166,34166,0.017552238806,6.91
"sat14_c10bi_i.cnf.primal.hgr","SAT14primal",32,54825,54825,0.0152817574021,8.32
"sat14_c10bi_i.cnf.primal.hgr","SAT14primal",64,75807,75807,0.0148042024833,10.709
"sat14_c10bi_i.cnf.primal.hgr","SAT14primal",128,97923,97923,0.0105062082139,11.038
"sat14_countbitssrl032.cnf.dual.hgr","SAT14dual",2,99,99,0,0.105
"sat14_countbitssrl032.cnf.dual.hgr","SAT14dual",4,235,235,0.00136386476204,0.214
"sat14_countbitssrl032.cnf.dual.hgr","SAT14dual",8,432,432,0.00416307780649,0.34
"sat14_countbitssrl032.cnf.dual.hgr","SAT14dual",16,726,726,0.00172265288544,0.472
"sat14_countbitssrl032.cnf.dual.hgr","SAT14dual",32,1090,1090,0.00401836969001,0.652
"sat14_countbitssrl032.cnf.dual.hgr","SAT14dual",64,1699,1699,0.00229621125144,0.866
"sat14_countbitssrl032.cnf.dual.hgr","SAT14dual",128,2523,2523,0.0045871559633,1.136
"sat14_countbitssrl032.cnf.hgr","SAT14literal",2,291,291,0.00763153651851,0.178
"sat14_countbitssrl032.cnf.hgr","SAT14literal",4,805,805,0.00838349097163,0.358
"sat14_countbitssrl032.cnf.hgr","SAT14literal",8,1920,1920,0.00558899398108,0.587
"sat14_countbitssrl032.cnf.hgr","SAT14literal",16,4048,4048,0.0111779879622,0.951
"sat14_countbitssrl032.cnf.hgr","SAT14literal",32,7567,7567,0.00687876182287,1.139
"sat14_countbitssrl032.cnf.hgr","SAT14literal",64,10413,10413,0.00515463917526,1.42
"sat14_countbitssrl032.cnf.hgr","SAT14literal",128,13133,13133,0.00687285223368,1.767
"sat14_countbitssrl032.cnf.primal.hgr","SAT14primal",2,305,305,0.00225709372313,0.146
"sat14_countbitssrl032.cnf.primal.hgr","SAT14primal",4,826,826,0.012252794497,0.336
"sat14_countbitssrl032.cnf.primal.hgr","SAT14primal",8,1903,1903,0.00988822012038,0.472
"sat14_countbitssrl032.cnf.primal.hgr","SAT14primal",16,4029,4029,0.0154772141015,0.678
"sat14_countbitssrl032.cnf.primal.hgr","SAT14primal",32,7520,7520,0.0120274914089,0.863
"sat14_countbitssrl032.cnf.primal.hgr","SAT14primal",64,10371,10371,0.0103092783505,1.089
"sat14_countbitssrl032.cnf.primal.hgr","SAT14primal",128,13287,13287,0.00684931506849,1.402
"sat14_ctl_3791_556_unsat_pre.cnf.dual.hgr","SAT14dual",2,401,401,0,0.633
"sat14_ctl_3791_556_unsat_pre.cnf.dual.hgr","SAT14dual",4,1095,1095,0.00400828084394,1.194
"sat14_ctl_3791_556_unsat_pre.cnf.dual.hgr","SAT14dual",8,2309,2309,0.00361169837914,1.97
"sat14_ctl_3791_556_unsat_pre.cnf.dual.hgr","SAT14dual",16,4246,4246,0.00405214940099,2.589
"sat14_ctl_3791_556_unsat_pre.cnf.dual.hgr","SAT14dual",32,6810,6810,0.00599013389711,3.255
"sat14_ctl_3791_556_unsat_pre.cnf.dual.hgr","SAT14dual",64,10125,10125,0.00493305144468,3.926
"sat14_ctl_3791_556_unsat_pre.cnf.dual.hgr","SAT14dual",128,14407,14407,0.00422535211268,4.675
"sat14_ctl_3791_556_unsat_pre.cnf.hgr","SAT14literal",2,328,328,0.0199863729275,0.261
"sat14_ctl_3791_556_unsat_pre.cnf.hgr","SAT14literal",4,3023,3023,0.0165796048149,0.618
"sat14_ctl_3791_556_unsat_pre.cnf.hgr","SAT14literal",8,5251,5251,0.00953678474114,0.994
"sat14_ctl_3791_556_unsat_pre.cnf.hgr","SAT14literal",16,8663,8663,0.0145322434151,1.52
"sat14_ctl_3791_556_unsat_pre.cnf.hgr","SAT14literal",32,13971,13971,0.010889292196,2.301
"sat14_ctl_3791_556_unsat_pre.cnf.hgr","SAT14literal",64,22139,22139,0.0108695652174,2.83
"sat14_ctl_3791_556_unsat_pre.cnf.hgr","SAT14literal",128,34682,34682,0.00724637681159,3.127
"sat14_ctl_3791_556_unsat_pre.cnf.primal.hgr","SAT14primal",2,436,436,0.0199863729275,0.448
"sat14_ctl_3791_556_unsat_pre.cnf.primal.hgr","SAT14primal",4,5053,5053,0.00953678474114,0.791
"sat14_ctl_3791_556_unsat_pre.cnf.primal.hgr","SAT14primal",8,20628,20628,0.0127157129882,1.334
"sat14_ctl_3791_556_unsat_pre.cnf.primal.hgr","SAT14primal",16,38889,38889,0.010889292196,2.306
"sat14_ctl_3791_556_unsat_pre.cnf.primal.hgr","SAT14primal",32,55657,55657,0.0108695652174,2.676
"sat14_ctl_3791_556_unsat_pre.cnf.primal.hgr","SAT14primal",64,71696,71696,0.00724637681159,3.315
"sat14_ctl_3791_556_unsat_pre.cnf.primal.hgr","SAT14primal",128,85527,85527,0.0144927536232,3.707
"sat14_ctl_4291_567_5_unsat_pre.cnf.dual.hgr","SAT14dual",2,1842,1842,0,1.234
"sat14_ctl_4291_567_5_unsat_pre.cnf.dual.hgr","SAT14dual",4,4012,4012,0,2.455
"sat14_ctl_4291_567_5_unsat_pre.cnf.dual.hgr","SAT14dual",8,7784,7784,0,3.436
"sat14_ctl_4291_567_5_unsat_pre.cnf.dual.hgr","SAT14dual",16,11803,11803,0,4.594
"sat14_ctl_4291_567_5_unsat_pre.cnf.dual.hgr","SAT14dual",32,17668,17668,0.000712250712251,5.665
"sat14_ctl_4291_567_5_unsat_pre.cnf.dual.hgr","SAT14dual",64,24671,24671,0,6.737
"sat14_ctl_4291_567_5_unsat_pre.cnf.dual.hgr","SAT14dual",128,34977,34977,0.002849002849,7.781
"sat14_ctl_4291_567_5_unsat_pre.cnf.hgr","SAT14literal",2,4416,4416,0.0199579831933,0.995
"sat14_ctl_4291_567_5_unsat_pre.cnf.hgr","SAT14literal",4,10915,10915,0.00840336134454,1.339
"sat14_ctl_4291_567_5_unsat_pre.cnf.hgr","SAT14literal",8,18205,18205,0.0196953781513,2.626
"sat14_ctl_4291_567_5_unsat_pre.cnf.hgr","SAT14literal",16,31917,31917,0.0183823529412,3.69
"sat14_ctl_4291_567_5_unsat_pre.cnf.hgr","SAT14literal",32,43914,43914,0.0178571428571,4.744
"sat14_ctl_4291_567_5_unsat_pre.cnf.hgr","SAT14literal",64,59456,59456,0.0168067226891,5.689
"sat14_ctl_4291_567_5_unsat_pre.cnf.hgr","SAT14literal",128,77844,77844,0.0126050420168,6.093
"sat14_ctl_4291_567_5_unsat_pre.cnf.primal.hgr","SAT14primal",2,4426,4426,0.0199579831933,0.738
"sat14_ctl_4291_567_5_unsat_pre.cnf.primal.hgr","SAT14primal",4,9371,9371,0,1.331
"sat14_ctl_4291_567_5_unsat_pre.cnf.primal.hgr","SAT14primal",8,17475,17475,0.0063025210084,1.972
"sat14_ctl_4291_567_5_unsat_pre.cnf.primal.hgr","SAT14primal",16,38347,38347,0.015756302521,3.228
"sat14_ctl_4291_567_5_unsat_pre.cnf.primal.hgr","SAT14primal",32,59509,59509,0.0126050420168,4.334
"sat14_ctl_4291_567_5_unsat_pre.cnf.primal.hgr","SAT14primal",64,83480,83480,0.00840336134454,5.111
"sat14_ctl_4291_567_5_unsat_pre.cnf.primal.hgr","SAT14primal",128,116083,116083,0.00840336134454,5.809
"sat14_dated-10-11-u.cnf.dual.hgr","SAT14dual",2,1611,1611,0.00806720659865,2.238
"sat14_dated-10-11-u.cnf.dual.hgr","SAT14dual",4,2731,2731,0.00197628458498,4.258
"sat14_dated-10-11-u.cnf.dual.hgr","SAT14dual",8,3796,3796,0.00274519273541,6.169
"sat14_dated-10-11-u.cnf.dual.hgr","SAT14dual",16,5181,5181,0.0025418128209,7.728
"sat14_dated-10-11-u.cnf.dual.hgr","SAT14dual",32,7760,7760,0.00396522800061,9.382
"sat14_dated-10-11-u.cnf.dual.hgr","SAT14dual",64,10144,10144,0.00152501016673,10.974
"sat14_dated-10-11-u.cnf.dual.hgr","SAT14dual",128,13207,13207,0.00223668157788,12.589
"sat14_dated-10-11-u.cnf.hgr","SAT14literal",2,4383,4383,0.00801494431129,2.214
"sat14_dated-10-11-u.cnf.hgr","SAT14literal",4,7474,7474,0.0133370929085,3.915
"sat14_dated-10-11-u.cnf.hgr","SAT14literal",8,10361,10361,0.00611870858593,5.605
"sat14_dated-10-11-u.cnf.hgr","SAT14literal",16,14053,14053,0.00868437376642,7.099
"sat14_dated-10-11-u.cnf.hgr","SAT14literal",32,20349,20349,0.00654110747716,8.59
"sat14_dated-10-11-u.cnf.hgr","SAT14literal",64,26731,26731,0.00721695985566,10.109
"sat14_dated-10-11-u.cnf.hgr","SAT14literal",128,33869,33869,0.00270635994587,11.639
"sat14_dated-10-11-u.cnf.primal.hgr","SAT14primal",2,5937,5937,0.0199915409559,2.499
"sat14_dated-10-11-u.cnf.primal.hgr","SAT14primal",4,10210,10210,0.0171154659523,4.205
"sat14_dated-10-11-u.cnf.primal.hgr","SAT14primal",8,14549,14549,0.0126318163875,5.902
"sat14_dated-10-11-u.cnf.primal.hgr","SAT14primal",16,20670,20670,0.0115033269426,6.93
"sat14_dated-10-11-u.cnf.primal.hgr","SAT14primal",32,26977,26977,0.0103743797925,7.696
"sat14_dated-10-11-u.cnf.primal.hgr","SAT14primal",64,34817,34817,0.0063148398737,9.502
"sat14_dated-10-11-u.cnf.primal.hgr","SAT14primal",128,42070,42070,0.00991884580703,10.93
"sat14_dated-10-17-u.cnf.dual.hgr","SAT14dual",2,2494,2494,0.00907021007548,4.379
"sat14_dated-10-17-u.cnf.dual.hgr","SAT14dual",4,4115,4115,0.00390003362098,8.008
"sat14_dated-10-17-u.cnf.dual.hgr","SAT14dual",8,5523,5523,0.00739661548806,11.492
"sat14_dated-10-17-u.cnf.dual.hgr","SAT14dual",16,7164,7164,0.00629081182852,14.316
"sat14_dated-10-17-u.cnf.dual.hgr","SAT14dual",32,9100,9100,0.00564819795589,17.818
"sat14_dated-10-17-u.cnf.dual.hgr","SAT14dual",64,13234,13234,0.00346661885123,20.323
"sat14_dated-10-17-u.cnf.dual.hgr","SAT14dual",128,17464,17464,0.00394453741334,20.847
"sat14_dated-10-17-u.cnf.hgr","SAT14literal",2,6619,6619,0.00819886383438,4.913
"sat14_dated-10-17-u.cnf.hgr","SAT14literal",4,11055,11055,0.0122155229498,7.448
"sat14_dated-10-17-u.cnf.hgr","SAT14literal",8,14505,14505,0.00592479001847,10.235
"sat14_dated-10-17-u.cnf.hgr","SAT14literal",16,18776,18776,0.00683093437424,12.878
"sat14_dated-10-17-u.cnf.hgr","SAT14literal",32,25766,25766,0.00717920122674,15.685
"sat14_dated-10-17-u.cnf.hgr","SAT14literal",64,36043,36043,0.00710900473934,18.209
"sat14_dated-10-17-u.cnf.hgr","SAT14literal",128,48085,48085,0.00418176749373,21.279
"sat14_dated-10-17-u.cnf.primal.hgr","SAT14primal",2,9189,9189,0.0161886174328,4.51
"sat14_dated-10-17-u.cnf.primal.hgr","SAT14primal",4,14294,14294,0.0107866030042,6.874
"sat14_dated-10-17-u.cnf.primal.hgr","SAT14primal",8,19466,19466,0.00446101836685,8.652
"sat14_dated-10-17-u.cnf.primal.hgr","SAT14primal",16,26330,26330,0.0128249808322,12.807
"sat14_dated-10-17-u.cnf.primal.hgr","SAT14primal",32,35534,35534,0.0121271257318,12.667
"sat14_dated-10-17-u.cnf.primal.hgr","SAT14primal",64,46487,46487,0.00836353498745,17.538
"sat14_dated-10-17-u.cnf.primal.hgr","SAT14primal",128,59857,59857,0.00724637681159,19.24
"sat14_E02F20.cnf.dual.hgr","SAT14dual",2,407,407,0,26.309
"sat14_E02F20.cnf.dual.hgr","SAT14dual",4,849,849,0,133.255
"sat14_E02F20.cnf.dual.hgr","SAT14dual",8,1701,1701,0,205.916
"sat14_E02F20.cnf.dual.hgr","SAT14dual",16,2615,2615,0.00376335383619,283.279
"sat14_E02F20.cnf.dual.hgr","SAT14dual",32,3832,3832,0,288.416
"sat14_E02F20.cnf.dual.hgr","SAT14dual",64,5644,5644,0.00097118808676,332.534
