"graph","type","k","min_km1","avg_km1","avg_imbalance","avg_time"
"crystk02.mtx.hgr","SPM",8,4350,4380,0.01426116838488,11.7347
"crystk02.mtx.hgr","SPM",16,7998,8040.6,0.01237113402062,16.5112
"crystk02.mtx.hgr","SPM",32,12774,12838.8,0.01144164759727,22.3454
"crystk02.mtx.hgr","SPM",64,21096,21199.8,0.010502283105024,28.9823
"crystk02.mtx.hgr","SPM",128,32433,32549.6,0.00909090909091,37.0255
"dac2012_superblue11.hgr","DAC2012",2,1295,1356.6,0.02262091237029,167.1499
"dac2012_superblue11.hgr","DAC2012",4,3749,3890.5,0.01757423559696,305.9952
"dac2012_superblue11.hgr","DAC2012",8,8271,8546.8,0.0217462877108,444.512
"dac2012_superblue11.hgr","DAC2012",16,16041,16422.1,0.02311361956597,582.5066
"dac2012_superblue11.hgr","DAC2012",32,30664,31211.1,0.01979439629107,682.0601
"dac2012_superblue11.hgr","DAC2012",64,45972,46358.1,0.0214271316267,769.8625
"dac2012_superblue11.hgr","DAC2012",128,64526,64850.2,0.0210427304488,873.9471
"dac2012_superblue12.hgr","DAC2012",2,4448,5079.2,0.022301018939094,372.2297
"dac2012_superblue12.hgr","DAC2012",4,9321,10204.3,0.018950533000194,650.934
"dac2012_superblue12.hgr","DAC2012",8,15991,17173.1,0.02387115151215,830.0183
"dac2012_superblue12.hgr","DAC2012",16,25230,26010.4,0.02064746241299,979.9294
"dac2012_superblue12.hgr","DAC2012",32,40229,40866.9,0.02131127238503,1174.0325
"dac2012_superblue12.hgr","DAC2012",64,63450,65134.2,0.02155842869173,1303.3205
"dac2012_superblue12.hgr","DAC2012",128,95212,96820.3,0.02230037646126,1439.156
"dac2012_superblue14.hgr","DAC2012",2,3589,3809.3,0.00182307602068472,128.5358
"dac2012_superblue14.hgr","DAC2012",4,7363,7486.9,0.011571264608344,207.1027
"dac2012_superblue14.hgr","DAC2012",8,11957,12308.8,0.013292158628296,266.7536
"dac2012_superblue14.hgr","DAC2012",16,18386,18707.3,0.01665398468017,341.1323
"dac2012_superblue14.hgr","DAC2012",32,28750,29279.9,0.01759245168164,392.1634
"dac2012_superblue14.hgr","DAC2012",64,42102,42707.1,0.01584660647256,453.425
"dac2012_superblue14.hgr","DAC2012",128,60121,60809.3,0.01898965307367,491.1344
"dac2012_superblue16.hgr","DAC2012",2,7419,7707.6,0.00894779047456519,133.1665
"dac2012_superblue16.hgr","DAC2012",4,12169,12739,0.00565168828937179,235.7445
"dac2012_superblue16.hgr","DAC2012",8,16137,16857,0.012313702129609,295.8035
