"graph","type","k","min_km1","avg_km1","avg_imbalance","avg_time"
"mono_500Hz.mtx.hgr","SPM",128,109905,110598.8,0.0294562,228.17018
"mri1.mtx.hgr","SPM",2,395,412.3,0.0184733075,1.9072907
"mri1.mtx.hgr","SPM",4,792,825.3,0.0284668,2.5852375
"mri1.mtx.hgr","SPM",8,1234,1267.7,0.02686631,3.4451937
"mri1.mtx.hgr","SPM",16,2068,2130.9,0.02941622,4.6970343
"mri1.mtx.hgr","SPM",32,3236,3267.3,0.02879773,6.8223782
"mri1.mtx.hgr","SPM",64,4825,4870.4,0.0298611,10.1607804
"mri1.mtx.hgr","SPM",128,7165,7203.2,0.0295139,16.098508
"msc10848.mtx.hgr","SPM",2,903,912.6,0.003539825,0.32849127
"msc10848.mtx.hgr","SPM",4,2265,2361.6,0.011504404,0.80992451
"msc10848.mtx.hgr","SPM",8,4038,4225.8,0.017920347,1.50032961
"msc10848.mtx.hgr","SPM",16,6903,7021.2,0.02374632,2.396484981
"msc10848.mtx.hgr","SPM",32,11259,11527.8,0.02566374,3.344594886
"msc10848.mtx.hgr","SPM",64,18468,18645.6,0.02470588,4.535371942
"msc10848.mtx.hgr","SPM",128,29940,30260.1,0.0235294,20.742570111
"msdoor.mtx.hgr","SPM",2,1638,1675.8,0.018533453,0.79273059
"msdoor.mtx.hgr","SPM",4,4004,4137.7,0.019129331,1.0602457
"msdoor.mtx.hgr","SPM",8,7273,7686,0.02508128,1.6105161
"msdoor.mtx.hgr","SPM",16,12656,13245.4,0.02875114,2.7335577
"msdoor.mtx.hgr","SPM",32,20510,21322.7,0.0290474,5.2535847
"msdoor.mtx.hgr","SPM",64,32753,33475.4,0.0298553,10.409377
"msdoor.mtx.hgr","SPM",128,52444,52851.4,0.0298553,16.440341
"mult_dcop_01.mtx.hgr","SPM",2,10831,10857.1,0.02991902,8.6999435
"mult_dcop_01.mtx.hgr","SPM",4,16936,16985.5,0.02979198,11.9260836
"mult_dcop_01.mtx.hgr","SPM",8,20594,20800.4,0.0298507,11.278764
"mult_dcop_01.mtx.hgr","SPM",16,23078,23373.5,0.0298413,28.20388
"mult_dcop_01.mtx.hgr","SPM",32,24993,25135.3,0.0291878,19.163422
"mult_dcop_01.mtx.hgr","SPM",64,26515,26604.6,0.0279188,23.669262
"mult_dcop_01.mtx.hgr","SPM",128,28332,28524.5,0.0253807,33.140913
"nasasrb.mtx.hgr","SPM",2,540,540,0.012072188,0.51583736
"nasasrb.mtx.hgr","SPM",4,1620,1622.2,0.023166659,0.82032128
"nasasrb.mtx.hgr","SPM",8,4129,4198.8,0.02618459,1.5584125
"nasasrb.mtx.hgr","SPM",16,8640,8828.6,0.02676386,2.7280637
"nasasrb.mtx.hgr","SPM",32,14068,14162.5,0.0272303,4.7962209
"nasasrb.mtx.hgr","SPM",64,19870,20053.1,0.0282051,7.0331246
"nasasrb.mtx.hgr","SPM",128,30420,30625,0.0251748,14.7432471
"nd12k.mtx.hgr","SPM",2,10341,10500.6,0.021322234,64.326803
"nd12k.mtx.hgr","SPM",4,22216,22566.7,0.02557779,100.428708
"nd12k.mtx.hgr","SPM",8,38058,38629.1,0.02935556,135.99482
"nd12k.mtx.hgr","SPM",16,61235,62149.7,0.02968891,168.04081
"nd12k.mtx.hgr","SPM",32,95805,96950.9,0.0293333,251.86112
"nd12k.mtx.hgr","SPM",64,147928,148650.7,0.0284192,365.1349
"nd12k.mtx.hgr","SPM",128,230250,231570.9,0.0283688,471.0913747
"net100.mtx.hgr","SPM",2,9214,9214,0.017225918,37.234671
"net100.mtx.hgr","SPM",4,23768,24285.9,0.0281417,290.71725
"net100.mtx.hgr","SPM",8,40978,42738.1,0.02917111,314.15221
"net100.mtx.hgr","SPM",16,59019,60814.4,0.0299465,448.59842
"net100.mtx.hgr","SPM",32,91123,92510.7,0.0299465,478.36373
"net100.mtx.hgr","SPM",64,144160,149781.1,0.0299145,439.42866
"net100.mtx.hgr","SPM",128,214050,218634.3,0.0299145,493.36294
"nlpkkt120.mtx.hgr","SPM",2,62618,64967.7,0.003287490194,562.946508
"nlpkkt120.mtx.hgr","SPM",4,131796,137433.6,0.015966684,673.964966
"nlpkkt120.mtx.hgr","SPM",8,200149,205926.4,0.02691533,759.161548
"nlpkkt120.mtx.hgr","SPM",16,327404,332302.5,0.02981799,968.91505
"nlpkkt120.mtx.hgr","SPM",32,470547,475968.1,0.02994039,1181.4217
"nlpkkt120.mtx.hgr","SPM",64,621381,635365.5,0.02998919,1407.3129
"nlpkkt120.mtx.hgr","SPM",128,868273,875289.5,0.029991,2066.3123
"nopoly.mtx.hgr","SPM",2,56,58.7,0.0113978,0.1768407
"nopoly.mtx.hgr","SPM",4,134,140.8,0.02141795,0.36368385
"nopoly.mtx.hgr","SPM",8,293,302.8,0.02360802,0.7793907
"nopoly.mtx.hgr","SPM",16,512,541.4,0.02685461,1.52141222
"nopoly.mtx.hgr","SPM",32,973,996.9,0.02908012,2.70980099
"nopoly.mtx.hgr","SPM",64,1818,1853.4,0.0295858,4.34800609
"nopoly.mtx.hgr","SPM",128,3063,3091,0.0235294,6.33396396
"NotreDame_actors.mtx.hgr","SPM",2,11113,11197.2,0.026549,63.31043
"NotreDame_actors.mtx.hgr","SPM",4,21997,22249,0.02994741,151.11238
"NotreDame_actors.mtx.hgr","SPM",8,44219,44858.7,0.02997244,431.08034
"NotreDame_actors.mtx.hgr","SPM",16,73721,74870.3,0.0299161,854.88059
"NotreDame_actors.mtx.hgr","SPM",32,111822,113407.5,0.0297872,2025.34588
"NotreDame_actors.mtx.hgr","SPM",64,164406,165427,0.0295295,4270.60585
"NotreDame_actors.mtx.hgr","SPM",128,230554,230960.8,0.029029,6993.9527
"NotreDame_www.mtx.hgr","SPM",2,3,3,0.01827278,17.079053
"NotreDame_www.mtx.hgr","SPM",4,946,1035.5,0.02961453,16.391812
"NotreDame_www.mtx.hgr","SPM",8,3423,3519,0.02967557,18.50191
"NotreDame_www.mtx.hgr","SPM",16,5914,6293,0.0298836,21.713667
"NotreDame_www.mtx.hgr","SPM",32,8740,8944.4,0.0299607,27.98925
"NotreDame_www.mtx.hgr","SPM",64,16120,16539.3,0.0298625,34.04332
"NotreDame_www.mtx.hgr","SPM",128,24832,25121.5,0.0298625,39.28147
"obstclae.mtx.hgr","SPM",2,396,396,0,2.23756846
"obstclae.mtx.hgr","SPM",4,713,736.9,0.00864,2.5150358
"obstclae.mtx.hgr","SPM",8,1278,1342.3,0.02036,2.9554027
"obstclae.mtx.hgr","SPM",16,2058,2106.8,0.0256,3.9105892
"obstclae.mtx.hgr","SPM",32,3157,3250.7,0.02912,5.7594065
"obstclae.mtx.hgr","SPM",64,4631,4694.9,0.0288,9.0364393
"obstclae.mtx.hgr","SPM",128,6773,6886.3,0.028754,14.0440541
"olafu.mtx.hgr","SPM",2,624,652.8,0.011817196,0.40538566
"olafu.mtx.hgr","SPM",4,1200,1287,0.02075798,0.70052377
"olafu.mtx.hgr","SPM",8,2406,2498.1,0.02659733,1.0600099
"olafu.mtx.hgr","SPM",16,4289,4449.4,0.02534656,2.438832
"olafu.mtx.hgr","SPM",32,7402,7532.6,0.02514854,5.7290955
"olafu.mtx.hgr","SPM",64,12331,12442.3,0.0256917,9.829713514
"olafu.mtx.hgr","SPM",128,19997,20256.4,0.0212598,54.38132396
"opt1.mtx.hgr","SPM",2,1323,1364.8,0.013048549,0.43793953
"opt1.mtx.hgr","SPM",4,2778,2893.3,0.019156093,1.0086005
"opt1.mtx.hgr","SPM",8,5151,5292.2,0.01832297,1.8782804
"opt1.mtx.hgr","SPM",16,8430,8954.3,0.02194615,3.172058
"opt1.mtx.hgr","SPM",32,14094,14652.9,0.02650102,4.70124106
"opt1.mtx.hgr","SPM",64,22895,23309.6,0.02851238,6.457368344
"opt1.mtx.hgr","SPM",128,37194,37622.9,0.02479339,34.436505091
"Oregon-1.mtx.hgr","SPM",2,137,151.3,0,3.1343699
"Oregon-1.mtx.hgr","SPM",4,877,899,0.015175774,3.7690522
"Oregon-1.mtx.hgr","SPM",8,1536,1570,0.02790539,4.993978
"Oregon-1.mtx.hgr","SPM",16,2332,2357.3,0.0292072,7.4122
"Oregon-1.mtx.hgr","SPM",32,3323,3358.7,0.0277778,9.164267
"Oregon-1.mtx.hgr","SPM",64,4500,4530.3,0.0277778,8.1070347
"Oregon-1.mtx.hgr","SPM",128,6064,6089.9,0.0222222,7.72457411
"p2p-Gnutella25.mtx.hgr","SPM",2,2874,2930.6,0.02674541,3.2807245
"p2p-Gnutella25.mtx.hgr","SPM",4,6587,6629.2,0.02968972,5.978944
"p2p-Gnutella25.mtx.hgr","SPM",8,9957,10059.7,0.0297955,8.947452
"p2p-Gnutella25.mtx.hgr","SPM",16,12770,12917.4,0.0296192,7.970799
"p2p-Gnutella25.mtx.hgr","SPM",32,15083,15223.3,0.0296192,8.1953984
"p2p-Gnutella25.mtx.hgr","SPM",64,17153,17177.1,0.028169,10.446755
"p2p-Gnutella25.mtx.hgr","SPM",128,19077,19139,0.0280899,13.3199279
"para-4.mtx.hgr","SPM",2,6349,6439.1,0.02573453,3.0770034
"para-4.mtx.hgr","SPM",4,12893,13406.5,0.02471873,4.725357
"para-4.mtx.hgr","SPM",8,22615,22966.8,0.02915319,7.907746
"para-4.mtx.hgr","SPM",16,34319,35448.7,0.02943509,13.516675
"para-4.mtx.hgr","SPM",32,51126,51902.1,0.0298601,20.972782
"para-4.mtx.hgr","SPM",64,74186,74567.7,0.0296451,31.556737
"para-4.mtx.hgr","SPM",128,103659,103870.2,0.0292154,46.021074
"parabolic_fem.mtx.hgr","SPM",2,1026,1026,0,10.50837091
"parabolic_fem.mtx.hgr","SPM",4,3078,3080.2,0.010328846,11.3448184
"parabolic_fem.mtx.hgr","SPM",8,5103,5190.7,0.02138478,12.3232321
"parabolic_fem.mtx.hgr","SPM",16,8635,8772.6,0.02689184,14.105412
"parabolic_fem.mtx.hgr","SPM",32,13288,13496.6,0.02870446,17.383634
"parabolic_fem.mtx.hgr","SPM",64,20218,20421.7,0.02963365,23.381757
"parabolic_fem.mtx.hgr","SPM",128,29717,29964.9,0.0299343,34.643761
"pdb1HYS.mtx.hgr","SPM",2,1938,1941.4,0.0141084,1.1226954
"pdb1HYS.mtx.hgr","SPM",4,3936,3960.6,0.02988465,2.1206524
"pdb1HYS.mtx.hgr","SPM",8,7896,8098.2,0.02934328,3.9766039
"pdb1HYS.mtx.hgr","SPM",16,14109,14753.6,0.02894159,7.456864
"pdb1HYS.mtx.hgr","SPM",32,25226,25560.6,0.0298507,12.2956931
"pdb1HYS.mtx.hgr","SPM",64,41817,42202.3,0.02859652,19.27865121
"pdb1HYS.mtx.hgr","SPM",128,65956,66391,0.0210526,26.06188897
"Pd_rhs.mtx.hgr","SPM",2,0,0,0.0061583092,0.1802376007
"Pd_rhs.mtx.hgr","SPM",4,0,0,0.017956161,0.3135628641
"Pd_rhs.mtx.hgr","SPM",8,0,0,0.02630561,0.450752849
"Pd_rhs.mtx.hgr","SPM",16,0,0,0.02912373,0.586483744
"Pd_rhs.mtx.hgr","SPM",32,0,0,0.0283505,0.72917051
"Pd_rhs.mtx.hgr","SPM",64,0,0,0.0257732,0.895545861
"Pd_rhs.mtx.hgr","SPM",128,0,0,0.0206186,1.21005996
"pds-90.mtx.hgr","SPM",2,1067,1146.8,0.011094381,14.2842246
"pds-90.mtx.hgr","SPM",4,3463,3826.2,0.018924473,24.147094
"pds-90.mtx.hgr","SPM",8,6651,6996.1,0.0253033,37.297305
"pds-90.mtx.hgr","SPM",16,10679,11302,0.02916274,56.951775
"pds-90.mtx.hgr","SPM",32,17028,17692.8,0.02980887,84.20555
"pds-90.mtx.hgr","SPM",64,24454,24749.3,0.02985598,116.56215
"pds-90.mtx.hgr","SPM",128,31949,32405.6,0.0298789,151.42855
"pesa.mtx.hgr","SPM",2,71,72.5,0.0140057887,0.20743302
"pesa.mtx.hgr","SPM",4,169,175.3,0.02337309,0.41232903
"pesa.mtx.hgr","SPM",8,360,392.7,0.02459132,0.8420762
"pesa.mtx.hgr","SPM",16,765,786.8,0.02643056,1.73966914
"pesa.mtx.hgr","SPM",32,1374,1401.8,0.02970032,3.01118896
"pesa.mtx.hgr","SPM",64,2375,2403.7,0.0271739,4.79965263
"pesa.mtx.hgr","SPM",128,3959,3989.2,0.0217391,7.05646018
"PGPgiantcompo.mtx.hgr","SPM",2,348,356.5,0.000692884,0.4200262
"PGPgiantcompo.mtx.hgr","SPM",4,661,691.8,0.019662923,0.7062628
"PGPgiantcompo.mtx.hgr","SPM",8,1042,1074.5,0.02644196,1.2006141
"PGPgiantcompo.mtx.hgr","SPM",16,1538,1567.2,0.029491,1.8528007
"PGPgiantcompo.mtx.hgr","SPM",32,2153,2171.8,0.0299401,2.6656501
"PGPgiantcompo.mtx.hgr","SPM",64,2842,2879.2,0.0299401,4.0471058
"PGPgiantcompo.mtx.hgr","SPM",128,3819,3862.6,0.0238095,5.42246094
"pkustk11.mtx.hgr","SPM",2,2904,2904,0.006860738,0.49322844
"pkustk11.mtx.hgr","SPM",4,5700,5740.8,0.01784885,1.0350645
"pkustk11.mtx.hgr","SPM",8,9630,9814.2,0.02485423,2.0429438
"pkustk11.mtx.hgr","SPM",16,16020,16340.4,0.02911809,3.6354658
"pkustk11.mtx.hgr","SPM",32,23928,24385.8,0.02966474,5.6466897
"pkustk11.mtx.hgr","SPM",64,35730,36042.6,0.0276968,8.92772299
"pkustk11.mtx.hgr","SPM",128,52812,53394,0.0233236,12.61042028
"poisson3Db.mtx.hgr","SPM",2,4279,4387.3,0.0048654589,9.691874
"poisson3Db.mtx.hgr","SPM",4,9164,9278.7,0.01264131417,15.707785
"poisson3Db.mtx.hgr","SPM",8,16636,17025.4,0.022610493,28.601846
"poisson3Db.mtx.hgr","SPM",16,24840,25324.6,0.02864352,43.15647
"poisson3Db.mtx.hgr","SPM",32,35750,36585.8,0.0298954,65.35724
"poisson3Db.mtx.hgr","SPM",64,51995,53077.5,0.0298954,95.91974
"poisson3Db.mtx.hgr","SPM",128,76500,77046,0.0298954,141.68439
"poli3.mtx.hgr","SPM",2,107,109.4,0,0.32305329
"poli3.mtx.hgr","SPM",4,192,197.4,0.007784861,0.5785053
"poli3.mtx.hgr","SPM",8,356,367.1,0.010990545,1.0440199
"poli3.mtx.hgr","SPM",16,529,537.8,0.02301886,1.5111098
"poli3.mtx.hgr","SPM",32,704,715.2,0.0283019,1.9782372
"poli3.mtx.hgr","SPM",64,916,931.3,0.0264151,2.5908395
"poli3.mtx.hgr","SPM",128,1192,1217.4,0.02180452,3.56666001
"powersim.mtx.hgr","SPM",2,10,10.6,0.007324153,0.160804986
"powersim.mtx.hgr","SPM",4,51,57.1,0.02320707,0.27774878
"powersim.mtx.hgr","SPM",8,114,120.2,0.02055556,0.48076156
"powersim.mtx.hgr","SPM",16,237,245.7,0.02363634,0.91980779
"powersim.mtx.hgr","SPM",32,443,449.6,0.02646462,1.73532298
"powersim.mtx.hgr","SPM",64,748,766.4,0.0282258,3.33476253
"powersim.mtx.hgr","SPM",128,1255,1266,0.0241935,5.82446521
"pre2.mtx.hgr","SPM",2,3120,3580,0.02133638,56.7441219
"pre2.mtx.hgr","SPM",4,8580,9985.2,0.02380387,75.760363
"pre2.mtx.hgr","SPM",8,16818,18311.7,0.02494296,106.134713
"pre2.mtx.hgr","SPM",16,33755,36289.5,0.0298859,127.420808
"pre2.mtx.hgr","SPM",32,50757,53852.4,0.02896819,125.42485
"pre2.mtx.hgr","SPM",64,74193,75330.6,0.02935521,136.52196
"pre2.mtx.hgr","SPM",128,101249,102122.3,0.0299087,195.7741
"Pres_Poisson.mtx.hgr","SPM",2,408,412.8,0.0128727435,0.38505503
"Pres_Poisson.mtx.hgr","SPM",4,1232,1262.8,0.02077711,0.9350732
"Pres_Poisson.mtx.hgr","SPM",8,2408,2480.4,0.02493254,1.8215926
"Pres_Poisson.mtx.hgr","SPM",16,4318,4374.8,0.02761595,3.2275309
"Pres_Poisson.mtx.hgr","SPM",32,6978,7041.6,0.02456899,5.554071975
"Pres_Poisson.mtx.hgr","SPM",64,11382,11460,0.0258621,8.109118149
"Pres_Poisson.mtx.hgr","SPM",128,18148,18272.8,0.0172414,12.5468852
"psse2.mtx.hgr","SPM",2,88,92.4,0.02314109,0.195439685
"psse2.mtx.hgr","SPM",4,244,267.4,0.018933625,0.30414943
"psse2.mtx.hgr","SPM",8,510,531,0.02436547,0.49782126
"psse2.mtx.hgr","SPM",16,868,904.4,0.02521741,0.89188318
"psse2.mtx.hgr","SPM",32,1332,1373,0.02434786,1.54283425
"psse2.mtx.hgr","SPM",64,2072,2109,0.0289017,3.47034375
"psse2.mtx.hgr","SPM",128,3095,3119.6,0.02183908,6.29871673
"qa8fk.mtx.hgr","SPM",2,672,691.6,0.013014157,3.5452358
"qa8fk.mtx.hgr","SPM",4,4988,5428.4,0.02614323,6.695233
"qa8fk.mtx.hgr","SPM",8,10390,10718.2,0.02872006,11.629896
"qa8fk.mtx.hgr","SPM",16,15996,16240.3,0.02917977,19.03271
"qa8fk.mtx.hgr","SPM",32,25017,25529.5,0.0299952,30.603902
"qa8fk.mtx.hgr","SPM",64,36083,36498.9,0.0299807,46.622407
"qa8fk.mtx.hgr","SPM",128,50254,50650,0.0290135,69.16495
"rajat26.mtx.hgr","SPM",2,27,30.6,0.0093196295,1.655796
"rajat26.mtx.hgr","SPM",4,164,173.5,0.02787271,2.5665327
"rajat26.mtx.hgr","SPM",8,566,616.7,0.02970685,3.737445
"rajat26.mtx.hgr","SPM",16,3013,3075.2,0.0296552,6.982258
"rajat26.mtx.hgr","SPM",32,5738,5782.9,0.0294671,9.360802
"rajat26.mtx.hgr","SPM",64,10924,10969.6,0.0288221,13.918204
"rajat26.mtx.hgr","SPM",128,16451,16501.1,0.0275689,20.189285
"Reuters911.mtx.hgr","SPM",2,3613,3630.7,0.029853,114.828828
"Reuters911.mtx.hgr","SPM",4,11207,11563.1,0.029703,211.562833
"Reuters911.mtx.hgr","SPM",8,19651,20424.4,0.029994,223.870046
"Reuters911.mtx.hgr","SPM",16,30650,30902.5,0.029976,133.93718
"Reuters911.mtx.hgr","SPM",32,44302,44485.8,0.028777,102.580121
"Reuters911.mtx.hgr","SPM",64,61533,61701,0.0287081,105.427
"Reuters911.mtx.hgr","SPM",128,88173,88472.5,0.0285714,69.65270085
"RFdevice.mtx.hgr","SPM",2,1748,1803,0.00298229673,4.9367768
"RFdevice.mtx.hgr","SPM",4,3572,3601.8,0.011729463,5.951431
"RFdevice.mtx.hgr","SPM",8,6665,6887.6,0.028738,8.069485
"RFdevice.mtx.hgr","SPM",16,9999,10129.4,0.02860536,11.293254
"RFdevice.mtx.hgr","SPM",32,13925,14017.4,0.02957682,16.252013
"RFdevice.mtx.hgr","SPM",64,19484,19660.2,0.029361,23.256422
"RFdevice.mtx.hgr","SPM",128,26037,26181.9,0.029361,32.256326
"rgg_n_2_18_s0.mtx.hgr","SPM",2,818,872.5,0.01058579215,6.9786481
"rgg_n_2_18_s0.mtx.hgr","SPM",4,1660,1712.2,0.02523345,7.3324296
"rgg_n_2_18_s0.mtx.hgr","SPM",8,3104,3203.8,0.02584532,8.1256152
"rgg_n_2_18_s0.mtx.hgr","SPM",16,5006,5100.1,0.02868652,9.484484
"rgg_n_2_18_s0.mtx.hgr","SPM",32,7958,8167.4,0.02919922,11.847831
"rgg_n_2_18_s0.mtx.hgr","SPM",64,12025,12189.7,0.02976078,16.754064
"rgg_n_2_18_s0.mtx.hgr","SPM",128,17966,18219.9,0.0297852,27.377385
"rim.mtx.hgr","SPM",2,383,383.9,0.002695035,0.34058733
"rim.mtx.hgr","SPM",4,768,770.1,0.0099822745,0.71713353
"rim.mtx.hgr","SPM",8,1536,1575.3,0.018936174,1.58834486
"rim.mtx.hgr","SPM",16,3072,3125.2,0.013758872,3.0619634
"rim.mtx.hgr","SPM",32,6142,6351.8,0.01375887,5.2684265
"rim.mtx.hgr","SPM",64,11712,11834,0.014164314,7.781770582
"rim.mtx.hgr","SPM",128,19826,19956.5,0.0282486,10.81461308
"RM07R.mtx.hgr","SPM",2,18834,19485.2,0.0026482199,7.809576
"RM07R.mtx.hgr","SPM",4,32487,33438.5,0.02030013,11.333806
"RM07R.mtx.hgr","SPM",8,64086,66014,0.02521379,21.398128
"RM07R.mtx.hgr","SPM",16,99892,103203.8,0.02966969,32.48558
"RM07R.mtx.hgr","SPM",32,149695,152628.5,0.0299296,40.882
"RM07R.mtx.hgr","SPM",64,217606,219810.3,0.0295104,68.05736
"RM07R.mtx.hgr","SPM",128,297155,298752.7,0.0295104,94.25694
"rma10.mtx.hgr","SPM",2,340,363.9,0.00814757744,0.36809188
"rma10.mtx.hgr","SPM",4,880,948.6,0.02260653,0.64815974
"rma10.mtx.hgr","SPM",8,1896,1977.3,0.02517508,1.29161081
"rma10.mtx.hgr","SPM",16,3800,3899.6,0.02650273,2.47884638
"rma10.mtx.hgr","SPM",32,6961,7134,0.02732241,4.5178849
"rma10.mtx.hgr","SPM",64,12318,12471.2,0.02827867,7.5491665
"rma10.mtx.hgr","SPM",128,20685,20983.7,0.0273224,11.60697081
"Rucci1.mtx.hgr","SPM",2,32499,33990.5,0.016289361,31.5560751
"Rucci1.mtx.hgr","SPM",4,69138,74603.7,0.026726113,35.190377
"Rucci1.mtx.hgr","SPM",8,123282,126931.7,0.02949483,40.847595
"Rucci1.mtx.hgr","SPM",16,194952,199120.8,0.0299898,50.005486
"Rucci1.mtx.hgr","SPM",64,380382,385258.9,0.0296857,95.47037
"Rucci1.mtx.hgr","SPM",128,506382,510996.1,0.0291036,157.04045
"s4dkt3m2.mtx.hgr","SPM",2,1206,1206,2.21117e-05,0.23954062
"s4dkt3m2.mtx.hgr","SPM",4,3018,3039,0.0043249478,0.48140328
"s4dkt3m2.mtx.hgr","SPM",8,5454,5475.6,0.015892798,0.98569385
"s4dkt3m2.mtx.hgr","SPM",16,8940,9020.4,0.02315177,1.9615407
"s4dkt3m2.mtx.hgr","SPM",32,14004,14086.8,0.02808631,3.5227708
"s4dkt3m2.mtx.hgr","SPM",64,21480,21588.6,0.02560112,5.78649846
"s4dkt3m2.mtx.hgr","SPM",128,32334,32458.5,0.02616688,8.24318765
"sat14_10pipe_q0_k.cnf.dual.hgr","SAT14dual",2,1635,1882.7,0.0006454306,6773.904933
"sat14_10pipe_q0_k.cnf.dual.hgr","SAT14dual",4,5693,5894.4,0.02661186,7643.209132
"sat14_10pipe_q0_k.cnf.dual.hgr","SAT14dual",8,11196,11579.8,0.02963731,7313.097762
"sat14_10pipe_q0_k.cnf.hgr","SAT14literal",2,47090,48291.9,0.0267314,630.092894
"sat14_10pipe_q0_k.cnf.hgr","SAT14literal",4,116413,154232.9,0.02576248,360.627936
"sat14_10pipe_q0_k.cnf.hgr","SAT14literal",8,245336,250173.2,0.02927871,758.49021
"sat14_10pipe_q0_k.cnf.hgr","SAT14literal",16,493427,516255.2,0.0299845,1237.25657
"sat14_10pipe_q0_k.cnf.hgr","SAT14literal",32,716796,726057.7,0.0298784,952.80935
"sat14_10pipe_q0_k.cnf.hgr","SAT14literal",64,908523,913040.4,0.0296663,1072.5718
"sat14_10pipe_q0_k.cnf.hgr","SAT14literal",128,1075780,1087498,0.029654,1011.2504
"sat14_11pipe_k.cnf.hgr","SAT14literal",2,52362,52579.5,0.01629626,2463.257205
"sat14_11pipe_k.cnf.hgr","SAT14literal",4,252256,314370.8,0.022813379,1807.47442
"sat14_11pipe_k.cnf.hgr","SAT14literal",8,580722,622936.7,0.029961,1643.5304
"sat14_11pipe_q0_k.cnf.dual.hgr","SAT14dual",2,1942,2161.8,0.0018380376,13386.53735
"sat14_11pipe_q0_k.cnf.dual.hgr","SAT14dual",4,7049,7206.8,0.02930325,14723.938418
"sat14_11pipe_q0_k.cnf.dual.hgr","SAT14dual",8,13736,14259.6,0.02913697,13614.32726
"sat14_11pipe_q0_k.cnf.dual.hgr","SAT14dual",16,24025,25011.2,0.02985696,16479.24163
"sat14_11pipe_q0_k.cnf.hgr","SAT14literal",2,61135,62318.1,0.02783951,1265.751232
"sat14_11pipe_q0_k.cnf.hgr","SAT14literal",4,145308,186921.3,0.02479186,852.18498
"sat14_11pipe_q0_k.cnf.hgr","SAT14literal",8,292099,329115.9,0.02825681,2118.04405
"sat14_11pipe_q0_k.cnf.hgr","SAT14literal",16,697304,721335.1,0.0299286,2226.67071
"sat14_11pipe_q0_k.cnf.hgr","SAT14literal",32,1017104,1025945.9,0.0299263,2283.514
"sat14_11pipe_q0_k.cnf.hgr","SAT14literal",64,1263754,1273968.2,0.0297729,2256.8963
"sat14_11pipe_q0_k.cnf.hgr","SAT14literal",128,1508495,1521743.2,0.0294659,2301.9375
"sat14_6s10.cnf.dual.hgr","SAT14dual",2,347,368.6,0.00486771991,2.0349977
"sat14_6s10.cnf.dual.hgr","SAT14dual",4,733,747.7,0.01486530182,3.1748119
"sat14_6s10.cnf.dual.hgr","SAT14dual",8,1242,1277.9,0.02503629,4.920726
"sat14_6s10.cnf.dual.hgr","SAT14dual",16,1925,1965.1,0.02685919,7.083248
"sat14_6s10.cnf.dual.hgr","SAT14dual",32,2855,2918,0.02900001,10.771577
"sat14_6s10.cnf.dual.hgr","SAT14dual",64,4021,4058.7,0.02954837,13.998236
"sat14_6s10.cnf.dual.hgr","SAT14dual",128,5627,5662,0.0296774,20.222228
"sat14_6s10.cnf.hgr","SAT14literal",2,2252,2397.3,0.011159299,5.8025301
"sat14_6s10.cnf.hgr","SAT14literal",4,4269,4535.7,0.023203551,6.7204505
"sat14_6s10.cnf.hgr","SAT14literal",8,6834,7254.7,0.02960471,8.0672553
"sat14_6s10.cnf.hgr","SAT14literal",16,9975,10395.5,0.029967,10.060667
"sat14_6s10.cnf.hgr","SAT14literal",32,13843,14093.9,0.029731,12.949735
"sat14_6s10.cnf.hgr","SAT14literal",64,18592,19030.5,0.0292453,17.347997
"sat14_6s10.cnf.hgr","SAT14literal",128,24485,24695.3,0.0283019,25.796254
"sat14_6s10.cnf.primal.hgr","SAT14primal",2,2245,2396.4,0.026749263,4.0697719
"sat14_6s10.cnf.primal.hgr","SAT14primal",4,4252,4481.3,0.02920353,4.6430887
"sat14_6s10.cnf.primal.hgr","SAT14primal",8,6952,7242.9,0.0298962,5.5561594
"sat14_6s10.cnf.primal.hgr","SAT14primal",16,10098,10521.3,0.029731,6.905621
"sat14_6s10.cnf.primal.hgr","SAT14primal",32,13922,14298.1,0.0292453,8.9268282
"sat14_6s10.cnf.primal.hgr","SAT14primal",64,18735,19106,0.0283019,12.3072522
"sat14_6s10.cnf.primal.hgr","SAT14primal",128,24735,25080.7,0.0264151,18.9246321
"sat14_6s11-opt.cnf.dual.hgr","SAT14dual",2,353,357.5,0.00288145,2.3394369
"sat14_6s11-opt.cnf.dual.hgr","SAT14dual",4,752,767.8,0.019167213,3.7800251
"sat14_6s11-opt.cnf.dual.hgr","SAT14dual",8,1288,1334.3,0.02439987,5.847505
"sat14_6s11-opt.cnf.dual.hgr","SAT14dual",16,1964,2020.7,0.02754028,8.570904
"sat14_6s11-opt.cnf.dual.hgr","SAT14dual",32,2957,3035.4,0.02920093,11.540609
"sat14_6s11-opt.cnf.dual.hgr","SAT14dual",64,4208,4271.3,0.02952005,16.962052
"sat14_6s11-opt.cnf.dual.hgr","SAT14dual",128,5824,5887.4,0.0289093,24.52492
"sat14_6s11-opt.cnf.hgr","SAT14literal",2,2385,2459.2,0.019073789,5.7649881
"sat14_6s11-opt.cnf.hgr","SAT14literal",4,4169,4678.2,0.02916218,6.7636406
"sat14_6s11-opt.cnf.hgr","SAT14literal",8,7123,7370.6,0.02966705,8.1267765
